period-start,uk,england,wales,scotland,northern ireland,england and wales,england n,england s
01/01/1960,61.49423,54.75272,98.66251,65.28899,47.91106,60.74713,62.4882,50.6605
01/02/1960,54.34847,40.19395,70.45958,73.14717,56.24779,44.32571,55.1433,32.28547
01/03/1960,29.06573,23.12273,43.29145,34.37001,33.79401,25.8761,23.89718,22.71303
01/04/1960,40.18235,27.6077,57.09131,57.27945,36.48608,31.63271,26.18969,28.35786
01/05/1960,29.62122,29.44376,34.44034,29.22543,25.61005,30.12588,33.03821,27.54223
01/06/1960,31.74162,25.68935,41.14786,38.57564,36.47683,27.79969,18.62731,29.4253
01/07/1960,40.05657,38.97398,44.78472,38.44407,51.47921,39.76724,48.68076,33.83891
01/08/1960,52.14099,44.14191,63.38167,58.8562,73.60406,46.76845,41.33052,45.62918
01/09/1960,43.85261,45.28929,52.10982,40.30856,37.09003,46.22041,37.55291,49.38198
01/10/1960,52.67304,57.24879,64.09641,41.73058,54.08515,58.1836,48.57208,61.83892
01/11/1960,53.749,50.21658,75.53242,56.10824,39.94022,53.67261,52.50222,49.00743
01/12/1960,57.26859,46.33095,101.85944,66.15083,42.97479,53.91151,47.78358,45.56248
01/01/1961,47.43285,39.97002,62.81564,56.66827,41.96152,43.08883,41.81354,38.99476
01/02/1961,45.56928,36.2636,58.09663,57.06505,49.27524,39.24417,33.33016,37.81544
01/03/1961,29.50709,21.31139,26.58219,44.0486,29.28351,22.03094,21.09702,21.42479
01/04/1961,38.56412,33.75807,53.60239,39.95591,52.91268,36.46715,34.68198,33.26931
01/05/1961,32.20292,26.12694,50.6297,36.50763,37.95261,29.47197,32.98738,22.49764
01/06/1961,26.74436,24.50226,28.87902,30.67962,22.75886,25.09976,31.43602,20.83417
01/07/1961,49.68945,41.87515,62.53248,59.3243,50.74541,44.69522,57.42858,33.6471
01/08/1961,45.55251,34.31807,56.78426,63.25395,34.0636,37.38507,43.56211,29.4278
01/09/1961,44.40347,31.92816,52.48834,62.76167,46.18272,34.73497,35.31843,30.13465
01/10/1961,57.87884,44.75997,73.68698,76.31446,53.35636,48.70899,46.20496,43.99554
01/11/1961,34.6102,26.35077,47.29451,45.59729,31.00409,29.20994,24.87349,27.13229
01/12/1961,50.02014,42.72113,73.80521,55.64824,50.52759,46.96462,43.99693,42.04621
01/01/1962,53.42397,41.89074,61.69756,72.78561,40.279,44.5947,39.00675,43.41642
01/02/1962,36.55054,18.55321,37.0005,67.87659,28.88593,21.07157,29.32046,12.85714
01/03/1962,26.44528,20.58996,35.93318,33.70283,26.55303,22.68457,20.84489,20.4551
01/04/1962,39.64896,30.54428,61.8908,50.09127,33.55252,34.8236,41.84748,24.56469
01/05/1962,34.19851,25.72689,41.24384,47.25024,29.52961,27.84522,33.05339,21.85104
01/06/1962,22.76399,8.24589,26.33096,45.89536,23.72533,10.7148,13.74073,5.33903
01/07/1962,32.86505,28.95959,30.38333,41.21947,26.33957,29.15395,31.04838,27.85458
01/08/1962,52.13048,44.72654,59.04298,64.92958,39.66204,46.68097,51.92468,40.9186
01/09/1962,52.7887,40.96963,68.6534,64.07891,76.63986,44.74893,43.47157,39.64606
01/10/1962,48.95743,39.10617,65.19742,60.51018,51.92298,42.66806,36.63429,40.41384
01/11/1962,41.40611,34.58713,53.04897,48.51627,47.07655,37.10748,39.23801,32.12674
01/12/1962,45.427,29.00866,50.36373,69.20007,58.77951,31.92398,33.5945,26.58267
01/01/1963,20.47965,22.14385,16.8998,18.47477,21.45038,21.42795,18.3369,24.15779
01/02/1963,20.57292,15.86621,24.57507,23.32135,43.20782,17.05512,15.55903,16.02871
01/03/1963,45.18839,35.97057,63.77011,54.92694,48.38304,39.76567,32.26706,37.92979
01/04/1963,34.39833,30.36744,49.50619,37.45862,32.71846,32.9802,30.96045,30.05373
01/05/1963,29.29164,20.54195,33.3228,41.95081,34.17909,22.28675,21.20968,20.1887
01/06/1963,38.92514,34.07107,46.91026,44.712,40.06245,35.82383,45.04086,28.26786
01/07/1963,35.6583,36.86603,37.20183,34.5833,28.31267,36.91187,43.6337,33.28581
01/08/1963,40.41337,35.18864,40.14072,49.49547,37.00026,35.86468,42.66604,31.23296
01/09/1963,47.00772,38.35075,48.29814,63.05125,36.27678,39.70874,44.12687,35.29508
01/10/1963,34.15363,24.0529,30.0413,50.83816,41.06358,24.87042,30.08268,20.86303
01/11/1963,60.42981,53.59349,81.71065,65.89175,61.79932,57.43195,54.17366,53.28657
01/12/1963,24.303,17.17629,23.41706,37.44478,18.60356,18.02826,19.831,15.7719
01/01/1964,27.10462,16.11979,26.27202,45.15212,30.23412,17.50574,23.44028,12.24712
01/02/1964,28.41391,17.68935,28.49518,46.56991,27.26988,19.16452,19.48606,16.73885
01/03/1964,41.14181,45.32618,42.97533,33.26842,42.96656,45.00525,42.67858,46.72681
01/04/1964,33.1568,29.11074,32.16242,42.02551,22.94327,29.52734,28.70823,29.32367
01/05/1964,34.32108,25.71041,35.61471,48.89062,31.3739,27.06251,25.4734,25.83579
01/06/1964,38.07596,37.72841,34.11701,39.34934,39.55057,37.2354,35.3442,38.98971
01/07/1964,37.39482,25.7772,60.4736,52.83944,25.31675,30.51383,35.69012,20.53308
01/08/1964,42.608,25.46319,40.18371,70.48777,49.34637,27.47279,35.7689,20.01128
01/09/1964,32.52644,18.19943,32.57983,56.59111,31.61045,20.16259,22.48715,15.93114
01/10/1964,42.69622,32.29357,56.97028,50.22727,76.21683,35.66235,35.08366,30.81756
01/11/1964,40.57845,28.81641,60.27414,55.90471,35.52299,33.11091,25.91826,30.34958
01/12/1964,55.21904,41.22403,110.25213,64.907,49.59723,50.64751,61.99539,30.2356
01/01/1965,53.52516,39.57369,78.63636,70.0908,53.87391,44.90639,46.89048,35.70297
01/02/1965,14.18369,9.12703,7.4491,25.44689,8.48879,8.89797,11.19334,8.03392
01/03/1965,37.61057,33.91722,44.68898,40.64222,43.57992,35.38775,38.21183,31.64529
01/04/1965,33.59437,22.86498,42.70205,49.2239,32.72426,25.57307,28.90084,19.6719
01/05/1965,28.41926,22.74716,36.11486,35.65241,29.19265,24.57208,27.93658,20.00187
01/06/1965,38.78874,29.80329,57.57885,49.12762,36.90367,33.59511,32.53998,28.35553
01/07/1965,47.0822,42.62241,50.06787,56.10666,34.42949,43.63884,41.60163,43.16243
01/08/1965,39.18972,32.00039,45.69238,49.03117,41.67574,33.86958,34.70383,30.57023
01/09/1965,56.4374,50.43839,67.47613,65.5784,45.12173,52.76433,57.82836,46.52897
01/10/1965,46.97509,28.26956,46.5158,79.0156,43.72469,30.76047,46.22454,18.77105
