Label,Notation,Parent Notation,Sort Priority
GHG total,ghg-total,,1
CO2,co2,,2
CH4,ch4,,3
N2O,n2o,,4
HFC,hfc,,5
PFC,pfc,,6
NF3,nf3,,7
SF6,sf6,,8
PM10,pm10,,9
PM2.5,pm2-5,,10
CO,co,,11
NMVOC,nmvoc,,12
Benzene,benzene,,13
"1,3 Butadiene",1-3-butadiene,,14
