Label,Notation,Parent Notation,Sort Priority
CO2,CO2,,1
CH4,CH4,,2
N2O,N2O,,3
PFCs,PFCs,,4
SF6,SF6,,5
HFCS,HFCs,,6
NF3,NF3,,7
