Year,UK,UK trend,England,England trend,Wales,Wales trend,Scotland,Scotland trend,Northern Ireland,Northern Ireland trend
1928,8.351416803,8.274118106,9.139890765,8.971580498,8.803133607,8.605882708,6.907431393,6.996888783,8.376915874,8.392213612
1929,7.978344548,8.288678948,8.632110164,8.98380723,8.275168904,8.615187459,6.743650055,7.016709016,8.321693753,8.407063888
1930,8.291005205,8.308487162,9.073763315,9.001756021,8.600084466,8.630519286,6.925777808,7.041118365,8.139915397,8.425247765
1931,7.978350712,8.329906966,8.575051781,9.020644632,8.277021699,8.647568157,6.854963014,7.067739639,8.226515096,8.447828732
1932,8.350144754,8.353540386,8.968033197,9.042383318,8.598469836,8.666466653,7.223435519,7.095795411,8.48892877,8.471549892
1933,8.824196712,8.373593283,9.441822384,9.06132761,8.856530027,8.681580156,7.768747781,7.118869918,8.888020521,8.492552526
1934,8.867847534,8.391356272,9.565042247,9.079143981,9.066392027,8.697785417,7.656742548,7.13672457,8.815060219,8.511865202
1935,8.521009342,8.40480408,9.317226685,9.092852698,8.851904493,8.711466483,7.113432822,7.149009661,8.44020063,8.529325516
1936,8.255324918,8.416955065,8.888656694,9.104699266,8.590026667,8.723884088,7.103518415,7.160743257,8.263464208,8.54646381
1937,8.334515616,8.432854365,9.111266767,9.121788597,8.71344789,8.740677129,6.950249205,7.173366426,8.243139753,8.568546542
1938,8.924313616,8.444111776,9.632471808,9.133662379,9.152540877,8.752666135,7.683305315,7.181771693,8.895529507,8.589243112
1939,8.566243836,8.451052518,9.224858247,9.140518956,8.863049534,8.761306882,7.359430082,7.186374788,8.700972027,8.607891428
1940,8.007832814,8.454381274,8.612035273,9.143923119,8.400809044,8.766623701,6.825133306,7.186914661,8.381099754,8.623641697
1941,7.956245479,8.459208996,8.621711726,9.149354055,8.360357534,8.773157441,6.681454767,7.188296128,8.255029781,8.640052294
1942,8.032649945,8.466593517,8.657953096,9.156892686,8.539206493,8.781687426,6.775980959,7.193056206,8.458839699,8.659458363
1943,8.881350685,8.477699578,9.603769699,9.169026673,9.169480055,8.793297266,7.544524301,7.200640855,9.171364712,8.68031389
1944,8.441960628,8.483649917,9.101256803,9.176277591,8.816116503,8.801021816,7.16965224,7.202452403,8.833092705,8.695011254
1945,9.133828411,8.491098633,9.818151178,9.18544169,9.309750384,8.810024704,7.887315699,7.205426408,9.446315534,8.709488915
1946,8.349250712,8.49215719,9.022516329,9.188815498,8.548640795,8.813615329,7.138417397,7.201233786,8.520263836,8.714762837
1947,8.373648384,8.492990946,9.170866521,9.192293053,8.572458521,8.81778577,6.959257342,7.196113093,8.53217463,8.719488845
1948,8.805530601,8.490109856,9.538775929,9.190121329,9.140599153,8.818578901,7.456497923,7.190226077,8.993357678,8.721500495
1949,9.340455644,8.481079867,10.10502334,9.180469075,9.781906438,8.81112604,7.906579973,7.180904245,9.553042685,8.71767941
1950,8.29967211,8.465367986,9.062736521,9.163229395,8.608128027,8.79507598,6.920033918,7.167024161,8.419059425,8.706546366
1951,8.113060438,8.4482192,8.873838055,9.144541373,8.467051479,8.777830684,6.723937836,7.151779509,8.242711452,8.693262087
1952,7.99254276,8.432036812,8.752071175,9.12648094,8.383920027,8.761813194,6.564526612,7.138017765,8.294987186,8.680774064
1953,8.909713123,8.419491391,9.453202849,9.112016833,9.119849973,8.748699131,7.893016,7.128698252,9.195108082,8.668853396
1954,8.127874055,8.40366125,8.814118795,9.09584854,8.485585178,8.732978487,6.833577726,7.113558045,8.412304301,8.652046232
1955,8.229910164,8.389725816,8.869963863,9.081701399,8.628066603,8.718494494,6.983394082,7.100605146,8.617906795,8.635269227
1956,7.902559672,8.375173396,8.425172049,9.067435764,8.232854754,8.703277901,6.84193694,7.086431061,8.447768497,8.616778021
1957,8.836948082,8.364530378,9.580578164,9.057968621,9.295949151,8.69219833,7.457131014,7.075041298,8.908361233,8.59984625
1958,8.251247233,8.347040663,8.968958082,9.040821197,8.661636301,8.673187615,6.88266937,7.058286716,8.580226493,8.577214779
1959,9.242711589,8.33315293,10.00086926,9.027423124,9.644690192,8.657103535,7.857207452,7.045195333,9.295058795,8.557473703
1960,8.538865765,8.311860552,9.259723415,9.005898084,8.801657077,8.632520165,7.236362432,7.026003151,8.681874208,8.531447261
1961,8.669570438,8.294235809,9.49332389,8.987791059,8.950718548,8.611478344,7.213055863,7.010764197,8.690732082,8.510095848
1962,7.561311699,8.275480073,8.102612137,8.967591666,7.786552548,8.588435949,6.522656329,6.996139023,7.964689726,8.488107846
1963,7.403362301,8.263468395,7.952610274,8.95615206,7.569319781,8.572761293,6.371414548,6.985178244,7.786329699,8.470345018
1964,8.309637978,8.261347922,8.937833661,8.956025658,8.56305123,8.568427782,7.130810847,6.981582561,8.645834372,8.461174196
1965,7.755031096,8.260630801,8.48236937,8.958682955,8.095423507,8.56636885,6.419606986,6.97719357,7.91389011,8.451531211
1966,8.188235644,8.264558582,9.000226822,8.965852933,8.620332658,8.568444279,6.678011644,6.977793178,8.401116356,8.446588946
1967,8.468887534,8.267772759,9.202049014,8.971768988,8.707663178,8.569049007,7.178306219,6.978809097,8.474489589,8.440772798
1968,8.156050765,8.26970362,8.890491885,8.976751706,8.500678333,8.569328487,6.793070191,6.977500056,8.395225082,8.434794596
1969,8.115813178,8.277961686,8.858138849,8.987404339,8.386367315,8.575300769,6.799869918,6.983777362,8.130422411,8.435198822
1970,8.313165589,8.288307409,9.101231041,8.999729911,8.690489315,8.584156931,6.866887918,6.992427774,8.469018329,8.438736151
1971,8.728489342,8.2959351,9.308293151,9.008459,9.036181644,8.590029732,7.628891425,6.999711783,8.991380384,8.440576011
1972,8.100739372,8.29520717,8.775140082,9.009171086,8.268184563,8.587183081,6.931196858,6.998119709,8.075450082,8.434356878
1973,8.431589808,8.297276529,9.177750274,9.013255599,8.812285397,8.588915968,7.045034274,6.997606311,8.639427123,8.432559803
1974,8.377417562,8.29986542,9.071914301,9.017476867,8.560923699,8.590823349,7.172082877,6.99833675,8.342817726,8.431293829
1975,8.76912074,8.310079844,9.470348986,9.030717599,9.090412192,8.602097276,7.474885562,7.003906766,8.969314247,8.437622164
1976,8.735416913,8.321983953,9.493348689,9.046663414,8.902667268,8.615053605,7.425794754,7.009839436,8.717967896,8.443557344
1977,8.266387945,8.332733409,9.005309644,9.06128526,8.658387781,8.627317498,6.910544137,7.014571829,8.347868822,8.449483289
1978,8.226715315,8.342245731,8.911915699,9.074058116,8.549797918,8.637133327,6.943477863,7.019231672,8.51250326,8.455179165
1979,7.594574274,8.348537264,8.39697611,9.083544413,7.855976301,8.643004014,6.176547342,7.02102041,7.632389233,8.457385446
1980,8.255493087,8.363742823,8.917355683,9.101835333,8.512950383,8.658289012,7.041614918,7.031694873,8.466382869,8.468948155
1981,8.102850164,8.380805525,8.844482685,9.123318062,8.44270611,8.676829979,6.725755342,7.041691317,8.362897671,8.481999351
1982,8.656485973,8.398583597,9.44202611,9.145305388,8.958225397,8.69591641,7.268969863,7.052827581,8.617529699,8.495598009
1983,8.826009671,8.418868884,9.603511836,9.16931604,9.162387342,8.717139621,7.400052356,7.067219142,9.031388548,8.512615104
1984,8.573475027,8.437650516,9.278570164,9.191789175,8.936022131,8.737075895,7.300111148,7.080098697,8.553488497,8.528107846
1985,7.784863808,8.457951413,8.523289589,9.216759722,8.08165611,8.758184251,6.442940904,7.092962393,7.938199562,8.545115432
1986,7.674404411,8.486439086,8.387588493,9.250501869,7.877631753,8.787691317,6.418727233,7.11316146,7.721718658,8.569296258
1987,7.993920438,8.5246171,8.728498055,9.293870759,8.270815781,8.827694384,6.647964932,7.142724183,8.237502,8.60436934
1988,8.728827322,8.569681605,9.417312459,9.344348868,9.002196038,8.873718647,7.487262459,7.179468197,8.818125437,8.643832174
1989,9.227868301,8.616728359,10.17233868,9.397375714,9.584629753,8.921582394,7.575863014,7.217330213,9.099296274,8.685059851
1990,9.379555041,8.660945773,10.28961805,9.445690641,9.757707808,8.965209482,7.795006055,7.255704567,9.168294493,8.72438726
1991,8.541466301,8.702608845,9.195480603,9.489803213,8.698818055,9.005593556,7.368471096,7.293832483,8.743125562,8.764612751
1992,8.693109098,8.75029416,9.491984508,9.541352694,8.979408579,9.052376334,7.282108333,7.335908102,8.679282596,8.808681222
1993,8.325390795,8.799954044,9.131745205,9.594488384,8.642618877,9.101618708,6.869542493,7.380223751,8.453518027,8.856107336
1994,8.885166384,8.852269739,9.837158822,9.649623936,9.267121562,9.153309245,7.221572164,7.428290015,8.724140274,8.906461152
1995,9.173812192,8.899968512,10.07049907,9.69871802,9.663070192,9.198781739,7.511068384,7.474298271,9.35378526,8.953502068
1996,8.178423169,8.938095536,8.802272732,9.736856235,8.387809044,9.232276,7.029958579,7.513793189,8.447857787,8.990343764
1997,9.408207479,8.982237989,10.13725162,9.782891708,9.689563014,9.272704407,8.092075233,7.556341485,9.529718301,9.030843655
1998,9.157646438,9.020059916,9.970590438,9.823130687,9.534535589,9.30717955,7.66683337,7.591675014,9.324572466,9.064541979
1999,9.37297137,9.054558871,10.26091923,9.859314518,9.749395315,9.337541608,7.79678389,7.625041681,9.317394521,9.095399924
2000,9.098586858,9.087756195,9.918958115,9.893287109,9.362532732,9.36579606,7.669452514,7.659003678,9.021359836,9.124011583
2001,8.800645945,9.115496127,9.632900877,9.922072505,9.080682055,9.388844779,7.315385479,7.687033323,8.902814603,9.146925126
2002,9.436561973,9.140389318,10.28143063,9.94747612,9.628216301,9.408922077,7.980523753,7.71324045,9.387248,9.166430425
2003,9.472070932,9.159289009,10.23034005,9.966466177,9.605990356,9.424082527,8.181040795,7.733640486,9.393913397,9.181250752
2004,9.441717596,9.174769266,10.21258161,9.982737543,9.655087432,9.437018772,8.094919399,7.74914612,9.428214481,9.192578268
2005,9.415262356,9.189064066,10.16335723,9.998860227,9.695325534,9.449712897,8.059678027,7.761615365,9.56934326,9.202088018
2006,9.702520356,9.2041005,10.57091674,10.01732263,9.934677151,9.463671586,8.199380466,7.772709933,9.632953808,9.208542393
2007,9.564108411,9.213600325,10.33555682,10.02963917,9.853838493,9.472061092,8.157679233,7.779292314,9.766166055,9.209486325
2008,9.021623552,9.218450068,9.801543443,10.03769011,9.286276421,9.475751929,7.639495546,7.780974866,9.053265628,9.20374175
2009,9.136951151,9.222091302,9.918011205,10.0455647,9.279207151,9.478462342,7.803545397,7.779831328,9.070488849,9.195911867
2010,7.938487781,9.226363335,8.758571973,10.05518351,8.118087616,9.483786237,6.515020548,7.777003206,7.946363178,9.188375486
2011,9.607467562,9.242116291,10.53694575,10.07667196,9.893094822,9.502630388,8.02117211,7.78432177,9.355911808,9.19318628
2012,8.737810738,9.249637624,9.528266038,10.08871991,9.081416366,9.512913378,7.291857732,7.785190553,8.91155418,9.191590311
2013,8.741614548,9.26521312,9.42526063,10.10888546,8.981239616,9.530375424,7.49107063,7.794662739,8.978671315,9.195694324
2014,9.87960063,9.282637646,10.74573942,10.13147469,10.0885571,9.550296562,8.427405808,7.804916093,9.575886082,9.201335675
2015,9.184396795,9.292735865,10.14750778,10.14649818,9.472119452,9.564234134,7.561184932,7.807319803,8.82244411,9.202875589
2016,9.286370847,9.304333021,10.11731249,10.16223672,9.615162541,9.579555655,7.80197724,7.812249089,9.31705541,9.20767054
2017,9.530665863,9.307780808,10.39131266,10.16978348,9.879326247,9.585848041,8.006487123,7.809295937,9.482875507,9.204532456
2018,9.445941863,9.309060513,10.43166227,10.17473831,9.709338411,9.588357187,7.773578438,7.80532543,9.183818849,9.19913653
2019,9.388839151,9.308570487,10.21937104,10.17599784,9.67106811,9.588526732,7.930788521,7.802569942,9.34813526,9.194094122
2020,9.61783735,9.309094452,10.56353306,10.17774359,9.917470082,9.589437566,8.015047678,7.801552328,9.282932623,9.191265536
