Label,Notation,Parent Notation,Sort Priority,Description
Energy efficiency,energy-efficiency,,0,
Fossil fuels ,fossil-fuels,,1,
Hydrogen and fuel cells,hydrogen-and-fuel-cells,,2,
Nuclear,nuclear,,3,
Other cross-cutting technologies/research,other-cross-cutting-technologies/research,,4,
Other power and storage technologies ,other-power-and-storage-technologies,,5,
Renewables ,renewables,,6,
Total Budget ,total-budget,,7,
Unallocated,unallocated,,8,
