Label,Notation,Parent Notation,Sort Priority,Description
1A2a,1a2a,,0,
1A2b,1a2b,,1,
1A2c,1a2c,,2,
1A2d,1a2d,,3,
1A2e,1a2e,,4,
1A2f,1a2f,,5,
1A2gvii,1a2gvii,,6,
1A2gviii,1a2gviii,,7,
1A3a,1a3a,,8,
1A3bi,1a3bi,,9,
1A3bii,1a3bii,,10,
1A3biii,1a3biii,,11,
1A3biv,1a3biv,,12,
1A3bv,1a3bv,,13,
1A3c,1a3c,,14,
1A3d,1a3d,,15,
1A3eii,1a3eii,,16,
1A4ai,1a4ai,,17,
1A4bi,1a4bi,,18,
1A4bii,1a4bii,,19,
1A4ci,1a4ci,,20,
1A4cii,1a4cii,,21,
1A4ciii,1a4ciii,,22,
1A5b,1a5b,,23,
1B2d,1b2d,,24,
2.00E+01,2-00e-01,,25,
2A1,2a1,,26,
2A2,2a2,,27,
2A3,2a3,,28,
2A4a,2a4a,,29,
2A4b,2a4b,,30,
2A4d,2a4d,,31,
2B1,2b1,,32,
2B10,2b10,,33,
2B2,2b2,,34,
2B3,2b3,,35,
2B6,2b6,,36,
2B7,2b7,,37,
2B8a,2b8a,,38,
2B8b,2b8b,,39,
2B8c,2b8c,,40,
2B8d,2b8d,,41,
2B8e,2b8e,,42,
2B8f,2b8f,,43,
2B8g,2b8g,,44,
2B9a1,2b9a1,,45,
2B9b3,2b9b3,,46,
2C1a,2c1a,,47,
2C1b,2c1b,,48,
2C1d,2c1d,,49,
2C3a,2c3a,,50,
2C3b,2c3b,,51,
2C4,2c4,,52,
2C6,2c6,,53,
2D1,2d1,,54,
2D2,2d2,,55,
2D3,2d3,,56,
2F1a,2f1a,,57,
2F1b,2f1b,,58,
2F1c,2f1c,,59,
2F1d,2f1d,,60,
2F1e,2f1e,,61,
2F1f,2f1f,,62,
2F2a,2f2a,,63,
2F2b,2f2b,,64,
2F3,2f3,,65,
2F4a,2f4a,,66,
2F4b,2f4b,,67,
2F5,2f5,,68,
2F6b,2f6b,,69,
2G1,2g1,,70,
2G2a,2g2a,,71,
2G2b,2g2b,,72,
2G2e,2g2e,,73,
2G3a,2g3a,,74,
2G3b,2g3b,,75,
2G4,2g4,,76,
3A1a,3a1a,,77,
3A1b,3a1b,,78,
3A2,3a2,,79,
3A3,3a3,,80,
3A4,3a4,,81,
3B11a,3b11a,,82,
3B11b,3b11b,,83,
3B12,3b12,,84,
3B13,3b13,,85,
3B14,3b14,,86,
3B21a,3b21a,,87,
3B21b,3b21b,,88,
3B22,3b22,,89,
3B23,3b23,,90,
3B24,3b24,,91,
3B25,3b25,,92,
3D11,3d11,,93,
3D12a,3d12a,,94,
3D12b,3d12b,,95,
3D12c,3d12c,,96,
3D13,3d13,,97,
3D14,3d14,,98,
3D15,3d15,,99,
3D16,3d16,,100,
3D21,3d21,,101,
3D22,3d22,,102,
3F11,3f11,,103,
3F12,3f12,,104,
3F14,3f14,,105,
3F5,3f5,,106,
3G1,3g1,,107,
3G2,3g2,,108,
3H,3h,,109,
4,4,,110,
4.00E+01,4-00e-01,,111,
4.00E+02,4-00e-02,,112,
4A,4a,,113,
4A1,4a1,,114,
4A2,4a2,,115,
4B1,4b1,,116,
4B2,4b2,,117,
4C,4c,,118,
4C1,4c1,,119,
4C2,4c2,,120,
4D,4d,,121,
4D1,4d1,,122,
4D2,4d2,,123,
4E,4e,,124,
4G,4g,,125,
5A1a,5a1a,,126,
5B1a,5b1a,,127,
5B2a,5b2a,,128,
5C1.1b,5c1-1b,,129,
5C1.2a,5c1-2a,,130,
5C1.2b,5c1-2b,,131,
5C2.2b,5c2-2b,,132,
5D1,5d1,,133,
5D2,5d2,,134,
