period-start,east scotland,north scotland,west scotland,northern ireland,east midlands,east of england,london,north east england,north west england,south east england,south west england,wales,west midlands,yorkshire and humber
01/01/1960,31.84629,25.32785,35.26959,22.30906,22.70025,12.91494,16.84235,24.95064,34.00181,23.44261,29.69796,35.0001,29.05239,23.04676
01/02/1960,19.47864,23.76759,23.17536,14.27632,13.04001,9.87646,7.62682,11.03776,18.32859,11.91273,19.78217,28.90305,11.74555,12.0668
01/03/1960,11.51002,12.99122,16.8843,14.1812,9.84208,13.22957,13.31475,10.37908,8.99412,14.32222,14.65849,14.49111,8.8696,10.63523
01/04/1960,19.53652,27.43342,25.26505,13.71615,6.77315,4.12671,3.95015,6.8089,16.69872,8.40916,20.75109,21.76278,12.60902,7.81305
01/05/1960,31.52298,13.34508,19.7152,14.50687,15.04563,9.84741,18.92017,24.49698,23.31588,14.91144,16.72119,20.88043,21.54371,14.03089
01/06/1960,12.05745,15.81076,16.8286,18.33215,18.97175,17.55484,9.63152,7.06605,12.10659,21.76243,21.59122,22.65326,24.03684,7.18136
01/07/1960,21.96356,15.51356,19.20869,23.07622,17.6768,11.90437,11.7607,26.6393,27.18817,13.33863,19.9359,19.91962,14.10946,25.30806
01/08/1960,28.1005,33.6227,20.46654,32.39827,18.00765,18.28926,26.60339,16.82651,21.7329,28.95183,25.2121,29.52053,20.68366,18.87407
01/09/1960,17.7987,16.1907,27.96689,18.15156,22.14952,23.62053,25.79732,14.1282,18.56743,21.82393,34.18513,26.52548,27.27218,20.47013
01/10/1960,25.93678,12.42302,22.13701,31.37498,19.335,22.11816,25.31889,26.6821,18.35002,33.16429,39.41029,28.73391,17.65925,27.80118
01/11/1960,28.77679,19.28448,31.42096,15.46557,16.73171,14.4146,15.5446,16.74599,27.1297,20.75356,19.03244,32.48654,17.9492,20.62245
01/12/1960,22.47549,21.42596,34.7544,16.99374,32.32476,19.90209,18.82759,17.82354,32.02531,26.25787,35.21383,52.19915,33.21535,27.40793
01/01/1961,21.5968,21.87372,26.37781,21.79761,11.69109,9.58289,13.78253,16.97905,22.38922,23.91441,23.21248,25.80256,11.51445,16.00917
01/02/1961,14.40673,22.05718,22.06305,14.21924,7.75434,11.66708,16.38502,10.6625,15.93562,16.6802,16.23419,16.74873,9.77904,9.45335
01/03/1961,13.45649,22.77098,22.31006,8.92381,4.34914,2.74111,1.40565,15.83804,15.92442,1.49787,3.78117,8.51531,2.65904,8.30226
01/04/1961,16.26505,16.03778,24.9125,20.78543,12.33406,8.8049,9.52403,11.52824,16.46066,16.28507,21.21681,22.83867,19.40254,13.68402
01/05/1961,11.33558,16.71661,15.24546,15.03165,7.3423,13.18663,19.86631,16.7466,20.29222,13.98108,8.92095,19.89233,9.20366,16.16036
01/06/1961,10.27178,20.84847,15.37645,10.85508,10.26563,16.35739,24.37739,23.75077,18.82905,20.30272,14.7808,19.86773,14.64299,17.40338
01/07/1961,35.68287,28.83759,34.98475,24.5052,15.35128,13.64148,11.17619,35.04832,32.59232,14.63342,15.8194,22.5308,15.26405,24.62197
01/08/1961,40.76598,30.16896,47.3923,18.17559,12.02809,13.49621,15.37724,20.05575,35.14434,8.80358,26.51768,32.78333,12.93278,16.59863
01/09/1961,21.97532,26.83459,33.70528,23.27935,12.92889,19.52867,17.23522,13.18306,22.59742,18.61607,18.93273,22.42682,11.41213,18.62951
01/10/1961,24.08302,27.27262,33.22024,25.87198,11.24321,15.26119,13.4741,16.53104,25.7391,19.10101,21.0024,27.15328,12.78664,19.00477
