Label,Notation,Parent Notation,Sort Priority
Total energy consumption of primary fuels and equivalents,total-energy-consumption-of-primary-fuels-and-equivalents,,1
Direct1 use of energy from fossil fuels,direct1-use-of-energy-from-fossil-fuels,,2
Energy from other sources,energy-from-other-sources,,3
Direct use of energy including other sources,direct-use-of-energy-including-other-sources,,4
Reallocated1 use of energy,reallocated1-use-of-energy,,5
