period-start,uk,england,wales,scotland,northern ireland,england and wales,england n,england s
01/01/1960,27.14415,24.64386,35.06545,30.032,22.23431,26.06658,26.79021,23.5084
01/02/1960,17.83668,13.77846,28.9899,22.29,14.20045,15.85508,14.19135,13.56004
01/03/1960,12.76997,11.8585,14.52343,13.54895,14.07658,12.22231,9.87165,12.90959
01/04/1960,16.36431,10.93572,21.80597,24.43519,13.65248,12.41969,10.46949,11.18237
01/05/1960,18.24084,16.66913,20.91762,20.73555,14.41033,17.24912,19.03601,15.41701
01/06/1960,16.96688,17.1422,22.7193,14.91564,18.42604,17.90356,9.11519,21.38863
01/07/1960,19.01312,18.6978,19.9719,18.51216,22.97315,18.87173,25.07504,15.32412
01/08/1960,25.18061,21.76677,29.59297,28.52943,32.41462,22.83517,19.53345,22.94823
01/09/1960,22.5211,23.96234,26.57424,19.80263,17.99281,24.31891,18.77458,26.70676
01/10/1960,24.755,26.7203,28.79215,19.21735,31.31634,27.00314,24.02375,28.14683
01/11/1960,22.09456,19.11024,32.5656,25.45941,15.33634,20.94712,21.36786,17.91592
01/12/1960,28.85928,28.54315,52.37525,25.26046,17.07705,31.79663,28.24435,28.70123
01/01/1961,20.12261,17.29999,25.86444,22.96962,21.6939,18.46918,17.89815,16.98355
01/02/1961,15.41867,12.77029,16.78639,19.66719,14.24187,13.31855,11.47281,13.45668
01/03/1961,10.73291,5.8698,8.55539,19.76121,8.96265,6.23643,11.97006,2.64265
01/04/1961,17.25796,15.25152,22.84402,18.42949,20.77546,16.28802,14.02581,15.89994
01/05/1961,14.15858,12.85455,19.92232,14.67391,15.02351,13.81942,16.56134,10.89359
01/06/1961,16.45279,16.73201,19.87922,16.10598,10.86274,17.16165,17.9208,16.10311
01/07/1961,24.14019,19.28646,22.59222,32.60967,24.67953,19.73776,27.91895,14.71972
01/08/1961,25.81222,18.1239,32.79013,38.06563,18.23423,20.12609,22.80481,15.64762
01/09/1961,21.32302,17.46896,22.46049,27.10634,23.32516,18.15039,18.11284,17.12834
01/10/1961,22.3031,17.7848,27.21466,27.85809,25.93146,19.07213,19.80263,16.71732
01/11/1961,17.94007,14.98442,24.75762,21.0746,17.3314,16.31862,15.74394,14.58262
01/12/1961,20.84918,19.28819,22.40027,22.93087,21.11827,19.71304,18.68863,19.60536
01/01/1962,23.1363,15.65255,27.89646,35.54608,16.44555,17.32405,16.12945,15.40026
