period-start,uk,england,wales,scotland,northern ireland,england and wales,england n,england s
01/01/1960,6.55855,6.25983,8.4037,6.65574,5.97927,6.5525,6.33078,6.2223
01/01/1961,6.45665,5.7359,7.95024,7.32804,6.03318,6.03819,6.00773,5.5921
01/01/1962,6.46998,5.58771,7.60423,7.73772,5.90353,5.863,5.84232,5.45301
01/01/1963,5.96482,5.32284,6.91877,6.75507,6.07771,5.54071,5.48619,5.23642
01/01/1964,6.0951,5.37498,7.35315,7.02742,5.68774,5.64504,5.45618,5.33203
01/01/1965,6.61858,5.95924,8.39376,7.33978,6.06289,6.29159,6.37153,5.74112
01/01/1966,6.58512,5.94848,7.70703,7.38421,6.34096,6.18856,6.23468,5.79708
01/01/1967,6.57509,5.96132,8.24715,7.2827,5.83035,6.27337,6.32938,5.76661
01/01/1968,6.88659,6.43713,8.42736,7.3025,6.36337,6.70883,6.81549,6.23697
01/01/1969,6.33648,6.02214,7.63388,6.61765,5.73779,6.24217,6.14058,5.95948
01/01/1970,6.25131,5.47574,7.5727,7.2886,5.68627,5.76201,5.63934,5.38919
01/01/1971,6.65341,6.38871,8.18774,6.82286,5.85507,6.6343,6.31462,6.4279
01/01/1972,6.13964,5.48861,8.31167,6.68296,5.90368,5.87401,5.63927,5.40891
01/01/1973,6.28834,5.81883,7.36331,6.91421,5.55119,6.02968,5.96202,5.74308
01/01/1974,6.49802,5.93053,8.21776,7.13039,5.65456,6.24278,5.84296,5.97686
01/01/1975,6.16683,5.49599,7.3113,7.13745,5.24127,5.74381,5.5999,5.44103
01/01/1976,6.64571,6.11909,7.63196,7.31785,6.26645,6.32562,6.03719,6.16242
01/01/1977,6.45393,5.59417,7.86713,7.62926,5.75044,5.90447,5.91293,5.42554
01/01/1978,6.40433,5.74874,7.28684,7.33548,5.93873,5.95872,6.08891,5.56878
01/01/1979,6.53902,5.95288,8.05054,7.26865,5.64431,6.23924,6.23206,5.80518
01/01/1980,6.72458,6.11685,7.94883,7.55657,5.85345,6.36694,6.37296,5.98136
01/01/1981,6.86969,6.16656,8.48303,7.72165,6.21541,6.4828,6.51555,5.98194
01/01/1982,7.02293,6.08911,8.56886,8.33688,6.03373,6.42763,6.31713,5.96848
01/01/1983,6.49477,5.68073,8.16048,7.57208,5.55344,6.01926,6.2445,5.38249
01/01/1984,6.93157,6.08557,8.37836,8.06748,6.28807,6.39857,6.30232,5.9709
01/01/1985,6.48991,5.66419,7.98361,7.55928,5.94546,5.98083,5.77342,5.60641
01/01/1986,6.84335,6.03075,8.54459,7.86221,6.17868,6.37393,6.37463,5.84883
01/01/1987,6.72552,6.14781,8.1341,7.43784,5.97855,6.41897,6.45886,5.98326
01/01/1988,6.63088,5.8248,8.12191,7.61316,6.4206,6.13839,6.10242,5.67793
01/01/1989,6.8443,6.10586,8.79497,7.78256,5.56697,6.47296,5.88445,6.22299
01/01/1990,6.90931,5.68388,8.05892,8.73718,6.40953,6.00811,5.81522,5.61439
01/01/1991,6.74341,5.78702,8.27168,8.03722,6.15678,6.12622,5.93574,5.70834
01/01/1992,6.97143,6.26522,7.95169,8.0591,6.01039,6.49545,6.26115,6.26737
01/01/1993,7.0726,6.52104,8.1507,7.82947,6.34242,6.74352,6.46564,6.55035
01/01/1994,6.69668,5.96656,8.23867,7.67979,5.70052,6.27674,6.14109,5.87423
01/01/1995,6.67398,5.90836,7.89236,7.72338,6.12806,6.17921,5.69259,6.0225
01/01/1996,6.29978,5.51206,7.77651,7.20933,6.32681,5.82119,5.59541,5.46796
01/01/1997,6.75541,5.9557,8.23289,7.78512,6.26239,6.26658,6.02677,5.91811
01/01/1998,6.97672,6.10492,8.75114,8.12045,6.06995,6.46617,6.27242,6.01631
01/01/1999,6.99408,6.07176,8.57185,8.24908,6.24606,6.41307,6.20875,5.9993
01/01/2000,7.2786,6.67136,8.85577,8.09295,6.02174,6.96957,6.90346,6.54858
01/01/2001,6.35169,5.92484,7.78346,6.89993,5.10059,6.17857,5.88762,5.94453
01/01/2002,7.14067,6.44266,8.75135,7.88459,7.04226,6.75783,6.72918,6.29108
