Period-start,east scotland,north scotland,west scotland,northern ireland,east midlands,east of england,london,north east england,north west england,south east england,south west england,wales,west midlands,yorkshire and humber
1884-01-01,3.39943,3.07295,4.38241,5.5941,5.71929,5.80749,6.32624,4.46306,4.91601,6.04223,6.63684,5.77758,6.01691,4.86484
1884-02-01,2.7301,2.93394,3.4526,4.6006,4.8532,5.0883,5.63664,3.28117,3.80694,5.40383,5.53696,4.32471,4.71131,3.98153
1884-03-01,3.59289,3.7293,4.34269,5.62388,5.97281,6.24809,6.72957,4.30363,4.97305,6.37516,6.21517,5.15617,5.8656,4.98625
1884-04-01,5.08034,5.4859,6.07955,6.74072,6.79492,6.77362,7.23049,5.20403,6.07937,6.84499,6.75293,6.05586,6.61513,6.02959
1884-05-01,7.99833,7.45945,8.46648,9.58077,11.06516,11.42579,12.08579,8.99241,9.66836,11.53193,11.0245,9.68822,10.76901,9.79532
1884-06-01,11.27423,10.38052,11.58835,12.45648,13.65473,13.60719,14.49227,12.0844,12.83514,13.90759,13.9737,12.35711,13.48107,12.403
1884-07-01,12.85461,12.07116,13.39166,14.27104,16.18708,16.73802,17.11285,13.93875,14.51722,16.25347,15.74881,14.27597,15.59555,14.86809
1884-08-01,13.5103,13.05394,13.73783,14.47049,17.07753,17.67548,18.15323,14.39961,15.26252,17.36358,16.62816,15.18322,16.52516,15.7879
1884-09-01,11.04428,10.8906,11.74448,12.53186,14.33024,14.79627,15.35966,11.89935,13.0276,14.79574,14.51701,13.34221,14.14026,13.1489
1884-10-01,7.06727,7.0475,7.7047,8.7231,8.65022,9.06397,9.3326,7.65683,8.20673,9.10559,9.54886,8.80017,8.76837,7.95957
1884-11-01,3.29161,3.29793,3.93943,5.72595,5.01043,5.07705,5.58257,4.18496,4.46804,5.31008,5.99979,5.372,4.95537,4.70434
1884-12-01,1.25814,1.96691,2.52588,3.79834,3.75398,4.19354,4.87599,2.39824,2.88602,4.61357,4.97241,4.14607,3.91956,2.98187
1885-01-01,0.63443,0.85416,1.79292,3.78855,2.04123,2.07319,2.51716,1.60388,1.92908,2.35274,3.44801,2.64227,2.18,1.67232
1885-02-01,2.33324,1.57233,3.13006,4.73581,5.25728,5.72426,6.48969,3.35134,4.05989,6.07463,6.33234,4.94367,5.40728,4.19864
1885-03-01,2.41678,2.327,2.92087,4.06749,4.19664,4.33231,4.69134,2.72663,3.17834,4.55644,4.89183,3.74108,4.26338,3.20354
1885-04-01,5.50488,5.7942,5.91341,6.83691,7.62722,7.93194,8.6023,5.73736,6.18925,7.94908,7.34609,6.35454,7.29329,6.46523
1885-05-01,6.29494,5.98613,6.81439,7.67204,8.5595,8.91807,9.70652,6.75591,7.4133,9.19238,8.79951,7.52696,8.31581,7.58492
1885-06-01,11.0833,9.74859,10.94519,11.69839,14.10823,14.16029,14.9801,11.60606,12.04247,14.31815,13.94084,12.42495,13.70193,12.50447
