Label,Notation,Parent Notation,Sort Priority
Energy from renewable & waste sources,energy-from-renewable-waste-sources,,1
Direct3 use of energy from renewable & waste sources including electricity,direct3-use-of-energy-from-renewable-waste-sources-including-electricity,,2
Reallocated3 use of energy from renewable & waste sources including electricity,reallocated3-use-of-energy-from-renewable-waste-sources-including-electricity,,3
Energy from renewable sources and waste,energy-from-renewable-sources-and-waste,,4
Total energy consumption of primary fuels and equivalents,total-energy-consumption-of-primary-fuels-and-equivalents,,5
