Year,UK,UK trend,England,England trend,Wales,Wales trend,Scotland,Scotland trend,Northern Ireland,Northern Ireland trend
1960,0.104959,-0.269878133,0.790254333,-0.029706975,0.243782,-0.235235778,-1.030199,-0.656803439,-0.118564333,-0.200884578
1961,-0.652401,-0.276539244,-0.573795667,-0.03902333,-1.177018,-0.243541644,-0.698079,-0.657609927,-0.372474333,-0.213609422
1962,-0.000281,-0.278314933,-0.190925667,-0.040907997,-0.218198,-0.240950311,0.340011,-0.659257039,0.238525667,-0.222235911
1963,-0.853871,-0.2858592,-0.656235667,-0.044607508,-1.196128,-0.237543244,-1.263919,-0.673864727,0.096565667,-0.243889378
1964,-0.587871,-0.287290756,-0.343975667,-0.041880886,-0.477918,-0.226972489,-1.021219,-0.682976594,-0.612414333,-0.260992667
1965,-0.371821,-0.286544489,-0.151945667,-0.037651819,0.178052,-0.214330356,-0.795579,-0.688514061,-0.856964333,-0.277066311
1966,-0.009431,-0.283697022,0.049364333,-0.029271241,-0.459788,-0.201244178,0.076291,-0.69478495,-0.407384333,-0.292231956
1967,0.036979,-0.2768416,0.388614333,-0.016560353,1.019212,-0.1777444,-0.777569,-0.70098735,-0.092954333,-0.29366
1968,0.292619,-0.270058711,0.644134333,-0.005103064,0.177372,-0.158047511,-0.432859,-0.703658505,1.196965667,-0.299296044
1969,-0.219691,-0.267697867,0.412654333,-0.000412308,0.372092,-0.140640711,-1.311949,-0.704913172,-0.927654333,-0.323145689
1970,-0.462221,-0.266520444,-0.464625667,-0.001734975,-0.717998,-0.129462578,-0.376139,-0.698197039,-0.516554333,-0.346462267
1971,0.006439,-0.264263733,0.277174333,-0.001295641,0.544732,-0.115597867,-0.743059,-0.692609572,0.847265667,-0.365168578
1972,-0.910921,-0.265723644,-0.482655667,-0.005078219,-0.291268,-0.109094311,-1.704029,-0.68888895,-1.421214333,-0.387519644
1973,-0.075541,-0.260598267,0.324684333,-0.005851286,0.408162,-0.101563111,-0.818839,-0.672441572,-0.354624333,-0.395806933
1974,-0.672251,-0.260488356,-0.265165667,-0.014718264,-0.567278,-0.1076656,-1.211179,-0.654884594,-1.623394333,-0.402082711
1975,-0.616581,-0.254143644,-0.250505667,-0.018576886,-0.813978,-0.107309778,-1.030679,-0.629820372,-1.476824333,-0.397901733
1976,-0.130041,-0.241747778,0.199854333,-0.019480664,-0.310328,-0.099072222,-0.766459,-0.59543495,0.531805667,-0.378946711
1977,-0.387571,-0.231234844,-0.307535667,-0.025317641,0.038412,-0.093701911,-0.532079,-0.556912505,-1.032804333,-0.364809778
1978,-0.338821,-0.215692,-0.143765667,-0.027370841,-1.325158,-0.089279111,-0.548219,-0.510501439,0.369655667,-0.340085022
1979,-0.223511,-0.200298,0.114724333,-0.029343464,0.228222,-0.080077822,-0.862059,-0.465153039,-0.476604333,-0.318950711
1980,-0.051181,-0.188170667,0.217544333,-0.035558841,0.083922,-0.076535778,-0.444229,-0.420606727,-0.581974333,-0.302380533
1981,0.590309,-0.178013689,0.428914333,-0.046049864,1.246112,-0.0768772,0.600851,-0.374205127,1.079225667,-0.284694222
1982,0.020659,-0.176735378,0.106554333,-0.063187064,0.163562,-0.095604444,0.016961,-0.337105839,-1.039754333,-0.280779333
1983,-0.400291,-0.176012933,-0.283565667,-0.080997686,0.299262,-0.113577556,-0.623299,-0.302024772,-1.296744333,-0.269132044
1984,-0.333831,-0.168726889,-0.375765667,-0.09296733,-0.835318,-0.1278684,-0.034889,-0.259623572,-0.878404333,-0.244059022
1985,-0.093731,-0.157001333,-0.188825667,-0.098293597,-0.353598,-0.1306784,0.014991,-0.219612105,0.616615667,-0.207161067
1986,0.030509,-0.141554178,0.260654333,-0.096801464,0.629332,-0.127195333,-0.642239,-0.179695439,0.777895667,-0.178234844
1987,-0.339871,-0.128891111,-0.097245667,-0.097613241,-0.133118,-0.128661511,-0.884549,-0.141561839,0.083395667,-0.159459378
1988,-0.627161,-0.113485778,-0.597965667,-0.095347908,-1.074238,-0.125851511,-0.689939,-0.101337616,0.115815667,-0.139519289
