Year,UK,UK trend,England,England trend,Wales,Wales trend,Scotland,Scotland trend,Northern Ireland,Northern Ireland trend
1989,-0.046631,-0.097237911,-0.193705667,-0.089541375,0.074782,-0.114661911,0.296971,-0.06532695,-0.775454333,-0.126672889
1990,0.023389,-0.082297911,-0.626425667,-0.082004219,-0.098348,-0.104119467,1.066111,-0.03561735,0.489075667,-0.116715689
1991,-0.031341,-0.069176711,-0.136465667,-0.071165153,-0.088768,-0.095837067,0.095991,-0.01518095,0.352015667,-0.114933511
1992,0.356869,-0.0563592,0.427204333,-0.060250841,0.081832,-0.091365156,0.370771,0.004769717,0.078125667,-0.111386356
1993,0.142739,-0.046779511,0.386834333,-0.050393019,-0.379028,-0.088277511,-0.071619,0.018195095,-0.165104333,-0.116516356
1994,-0.594151,-0.037304,-0.381195667,-0.04137453,-0.338968,-0.081754311,-0.883369,0.030754428,-1.367724333,-0.116270133
1995,-0.173871,-0.023509022,-0.374985667,-0.029222041,-0.883988,-0.072132889,0.324561,0.048808606,-0.055854333,-0.105235378
1996,-0.807651,-0.010385422,-0.686925667,-0.014591064,-1.184798,-0.057106311,-0.967609,0.058077006,-0.532734333,-0.087574267
1997,-0.120731,0.011343644,-0.327025667,0.004282003,-0.522408,-0.031356267,0.357391,0.081481317,-0.246764333,-0.053982933
1998,0.383609,0.037502489,0.102954333,0.031193781,1.249662,-0.000290089,0.833291,0.103964295,-0.769664333,-0.022177067
1999,0.550919,0.057834489,0.330574333,0.056893159,0.540462,0.020610178,0.704481,0.113248739,1.831455667,0.0073636
2000,1.112119,0.072352356,1.621114333,0.076657647,1.426742,0.029045956,0.384791,0.120039228,-0.043854333,0.022977111
2001,-0.571841,0.077500622,-0.274245667,0.080549736,-0.399648,0.0203552,-0.942609,0.126750428,-1.575394333,0.049716356
2002,0.848189,0.087002089,0.980514333,0.088062936,0.987172,0.014913333,0.405321,0.138387761,1.850045667,0.086401156
2003,-0.989211,0.0848032,-0.723845667,0.085682359,-0.671228,-0.004235956,-1.509089,0.136897228,-1.009824333,0.105422
2004,0.284719,0.086461467,0.267144333,0.084730936,0.571232,-0.01987,0.387381,0.142649406,-0.577584333,0.132267289
2005,0.254129,0.086777333,-0.259415667,0.083054581,0.108772,-0.037696,1.076431,0.145432739,0.615595667,0.162633378
2006,-0.000971,0.090677422,-0.455855667,0.086753825,-0.724568,-0.049727067,0.849151,0.14937545,0.569345667,0.191088444
2007,0.372799,0.100186044,0.924234333,0.099752403,-0.186208,-0.048513156,-0.194569,0.152186161,-0.763304333,0.217434444
2008,0.600859,0.109362667,0.728584333,0.108944847,1.340102,-0.042727067,0.210121,0.157528917,0.509785667,0.252745778
2009,0.007089,0.111684267,-0.171965667,0.111032847,-0.209058,-0.0482144,0.331661,0.157580606,0.168575667,0.281125378
2010,-0.447621,0.108651822,-0.409855667,0.112209336,-0.635738,-0.057690889,-0.883449,0.145164428,1.961195667,0.300338
2011,-0.269381,0.107960044,-0.848295667,0.115387292,-1.202928,-0.068545778,0.644511,0.141445406,1.439605667,0.294354267
2012,0.734579,0.107005689,1.048104333,0.122429381,-0.012248,-0.076846578,0.490521,0.130971361,0.144495667,0.281201733
2013,-0.143531,0.099551778,0.216684333,0.117375159,-0.087268,-0.091308178,-0.679789,0.121648695,-0.752254333,0.271924533
2014,0.127489,0.094440711,-0.298435667,0.11181547,-0.888268,-0.099827867,0.882711,0.119050828,1.407705667,0.262569956
2015,0.209809,0.093909733,-0.140235667,0.115036003,-0.646388,-0.098104222,0.736751,0.113917761,1.798965667,0.249484444
2016,-0.194721,0.095259289,0.005604333,0.122937825,-0.697628,-0.089640178,-0.134599,0.106810473,-1.690934333,0.226611467
2017,-0.596331,0.093808756,-0.167825667,0.127749381,-0.976708,-0.079576711,-1.258579,0.092783806,-0.357694333,0.220483689
2018,-0.483401,0.101460178,-0.528165667,0.13764627,0.522712,-0.057373111,-0.698629,0.093219984,-0.374964333,0.226507067
2019,0.314029,0.111682489,0.564884333,0.152259025,0.574492,-0.036843067,-0.190199,0.094093006,0.412465667,0.233641067
2020,1.291319,0.122035733,1.317104333,0.167145603,1.619752,-0.0197084,1.347611,0.097513628,0.312135667,0.2311492
