period-start,east scotland,north scotland,west scotland,northern ireland,east midlands,east of england,london,north east england,north west england,south east england,south west england,wales,west midlands,yorkshire and humber
01/01/1960,83.46479,34.49296,73.16083,68.44008,60.25685,41.76721,34.50479,48.68546,73.81416,86.74633,133.34167,103.16436,116.39212,59.11515
01/01/1961,76.62145,48.19861,112.69648,52.5302,5.71773,22.39224,19.31617,47.67639,64.52482,27.17907,38.19938,31.03631,9.05344,27.40033
01/01/1962,111.48544,121.63353,161.83856,70.96467,23.13889,25.48567,24.69095,67.8862,104.47315,38.97202,60.2109,78.7268,50.15889,41.61149
01/01/1963,44.76915,30.07383,63.28572,67.99665,24.83629,22.23039,4.51159,42.89953,36.96791,21.11173,23.78689,30.49213,6.92485,39.1965
01/01/1964,45.70961,61.60129,61.32989,46.48847,32.07157,33.23114,17.3053,36.87205,117.182,47.30831,14.32373,77.99005,13.93356,50.98088
01/01/1965,58.8593,64.86044,75.07181,36.31332,46.66697,39.7232,37.95839,45.87354,55.31849,45.09409,46.69332,95.73727,51.76247,39.8257
01/01/1966,101.28326,137.63613,90.22615,60.13911,45.25313,42.91157,50.2459,65.36273,85.70822,46.96459,59.25565,63.56032,35.54982,47.66357
01/01/1967,47.83304,100.6686,34.20891,66.21714,44.90549,22.28959,33.5699,132.85945,128.9463,36.86084,67.00107,137.5473,49.5853,104.21652
01/01/1968,58.3569,106.95091,110.0616,125.79099,105.3543,93.93729,90.86604,90.8626,134.81002,77.88963,72.2407,95.75457,67.68641,78.40031
01/01/1969,28.88825,68.02424,29.55571,52.89017,66.07991,48.91304,85.448,31.78186,63.14152,61.37624,117.3208,97.48063,98.36442,48.5033
01/01/1970,65.7892,115.38017,77.97276,86.63932,43.27667,36.08899,31.80759,23.22,36.99207,24.78416,34.12664,51.4378,61.33221,26.24214
01/01/1971,65.02082,111.20564,56.52497,98.87332,30.2452,27.45817,69.74747,90.19401,73.70937,70.89815,68.76121,112.07641,77.7234,69.74636
01/01/1972,21.34241,23.60582,52.61377,20.41002,47.39621,16.96168,1.48178,8.47645,58.6873,13.17288,51.45021,68.7098,53.07481,25.27702
01/01/1973,31.36796,102.88193,52.76636,60.19382,112.77268,67.49967,96.98442,27.47032,42.29654,79.05685,52.11369,123.91593,56.36572,83.15744
01/01/1974,50.23726,63.64688,55.30058,15.61324,21.61747,24.2403,50.89878,6.41971,27.3013,85.21079,78.60416,57.77064,15.00417,15.75723
01/01/1975,58.78605,66.97793,40.72877,18.79424,28.82301,32.94088,86.47942,46.69585,70.44341,57.46187,53.31794,50.67517,13.35212,39.56692
01/01/1976,77.44386,88.65,40.62331,94.5012,41.95684,35.18786,9.14849,108.405,33.16331,23.95987,90.00658,72.3433,88.85028,106.72421
01/01/1977,70.17596,64.51071,130.26758,34.05481,27.98918,19.18042,60.10864,22.93435,65.90188,53.11241,64.47513,89.68442,45.05335,11.4599
01/01/1978,106.30798,62.98565,74.47618,85.28431,52.91703,35.66843,67.47146,67.23271,29.22314,37.82713,55.98513,22.50378,17.94328,59.10987
01/01/1979,49.34753,73.94572,76.75372,53.48644,40.85371,25.43987,37.49857,57.39881,78.57852,57.93137,87.31888,103.40757,60.67794,54.74056
01/01/1980,34.24404,113.32893,95.40213,52.09555,68.41621,46.88955,47.34743,43.60328,109.83707,62.78832,54.07956,93.48902,39.83663,62.34723
01/01/1981,96.32739,161.77759,139.98498,108.66487,57.06826,48.81299,36.68073,98.05475,91.45467,52.82822,80.42806,151.88117,39.17101,85.16386
01/01/1982,113.95324,72.58365,136.92822,33.45092,56.79881,57.78146,40.68959,56.02464,90.97379,27.35927,50.0537,91.22366,51.55489,65.77425
01/01/1983,42.3877,148.28333,27.88869,23.12133,41.77613,33.18414,13.03301,60.79302,66.72578,17.68035,40.3398,104.09914,20.02226,63.70457
01/01/1984,132.45863,100.59623,73.20106,39.14512,20.91433,41.13319,41.32459,60.83997,49.71971,19.07474,33.57044,42.3079,22.38352,51.98922
01/01/1985,104.95913,76.07811,153.5725,93.31713,29.63418,15.70782,34.70902,45.46736,80.94483,41.87836,50.95257,67.93608,48.1378,42.3118
01/01/1986,57.87659,92.08719,69.09809,99.29863,65.52462,40.7476,26.65756,98.20735,65.56386,48.25325,78.89988,141.87665,73.36253,73.88503
01/01/1987,30.46255,56.14991,125.55162,84.9758,17.67602,65.76732,62.6186,32.62517,85.22668,75.79008,28.98369,80.87982,41.73854,21.73831
01/01/1988,74.18398,87.11086,58.74309,71.48367,8.68958,21.4456,6.68521,32.10171,57.68928,11.54687,52.19521,34.37066,19.55411,27.83658
01/01/1989,72.05524,204.07689,104.83417,42.068,42.62379,38.04455,12.19738,9.20397,49.81495,30.81399,64.563,87.57919,63.73977,21.28451
01/01/1990,91.80151,219.00528,145.19261,86.09419,19.74877,9.47793,0.45172,35.25213,38.74473,23.77837,29.43095,77.76012,30.79663,58.58542
01/01/1991,81.38748,105.53959,170.29437,75.56842,46.72692,28.62327,32.22969,26.34871,75.98753,35.82598,56.50453,84.40618,78.37306,32.55428
01/01/1992,92.71703,191.07435,115.0058,68.65127,93.99704,95.49097,88.59068,93.04187,31.01768,59.39179,46.86073,93.14344,75.34145,45.5909
01/01/1993,126.30494,94.1522,94.1627,67.51358,52.4554,76.85468,40.01312,109.50038,56.7845,51.5873,74.93697,66.6316,35.65255,81.26481
01/01/1994,54.43434,77.52886,84.36078,23.59682,68.00295,37.02968,18.77105,39.82065,28.64797,27.20978,55.80533,77.3605,54.5486,20.90145
01/01/1995,97.92253,174.88243,74.93917,66.65544,23.95581,12.66706,29.72562,70.31648,53.0348,36.64799,43.76775,40.06532,30.27227,36.26391
01/01/1996,62.54967,51.69043,84.45757,63.01576,23.33912,30.07116,7.20528,29.99391,29.22337,26.15074,23.09356,31.2408,4.06581,37.81383
