period-start,uk,england,wales,scotland,northern ireland,england and wales,england n,england s
01/01/1960,9.23368,10.02167,11.53228,7.10114,10.27814,10.22789,9.02915,10.54673
01/01/1961,6.7584,5.39761,5.86027,8.73595,9.73943,5.46077,5.9286,5.11671
01/01/1962,7.27158,5.12619,7.04886,10.49804,9.71784,5.38867,6.34181,4.48311
01/01/1963,5.91687,5.02793,4.78384,6.84129,10.78758,4.9946,5.75366,4.644
01/01/1964,5.6221,4.22565,5.50802,7.55009,8.02488,4.40072,5.17549,3.72317
01/01/1965,8.07667,7.2065,10.66059,8.50212,10.06666,7.67804,8.59874,6.46998
01/01/1966,8.46608,7.38989,7.53087,9.9204,11.74711,7.40914,8.77146,6.65902
01/01/1967,8.70628,8.15592,10.73298,9.23661,7.92646,8.50774,9.50945,7.43988
01/01/1968,8.54125,8.25618,9.65422,8.38792,10.35885,8.44704,9.35922,7.67265
01/01/1969,7.09607,7.37634,8.71621,6.40381,5.9978,7.55925,8.24809,6.91517
01/01/1970,6.87895,5.30319,7.22248,9.28825,7.61869,5.5652,5.52223,5.18731
01/01/1971,7.03806,7.04729,8.02246,6.59415,7.92529,7.18042,6.48597,7.34424
01/01/1972,5.79281,5.21511,8.73964,5.54682,8.18052,5.69627,5.3836,5.12598
01/01/1973,6.74841,5.76759,7.05032,8.07206,8.08364,5.9427,6.15932,5.56035
01/01/1974,7.25333,6.91966,8.6849,7.38851,7.55166,7.16064,4.95012,7.96158
01/01/1975,5.89725,5.34952,5.44535,7.18103,4.3846,5.3626,5.05197,5.50693
01/01/1976,7.06134,6.47643,6.07307,7.8113,9.7725,6.42136,6.46071,6.48474
01/01/1977,7.83183,6.89761,8.09354,9.33618,7.6495,7.06088,6.86528,6.91472
01/01/1978,7.35579,6.09765,6.33406,9.16941,10.49561,6.12993,7.69661,5.25177
01/01/1979,8.24719,7.33871,8.88886,9.45437,9.17225,7.55033,7.5332,7.23581
01/01/1980,8.59114,7.62422,9.36586,10.20906,7.39324,7.86198,9.38811,6.69109
01/01/1981,9.69428,8.46583,11.33431,11.00386,11.50212,8.85742,9.53196,7.90183
01/01/1982,9.83908,7.8975,11.85181,12.61055,9.41395,8.43733,8.13295,7.77294
01/01/1983,7.48548,6.28189,9.4367,9.47671,4.69728,6.71257,7.8477,5.45354
01/01/1984,8.47285,6.84979,8.57332,11.17915,8.46319,7.08508,7.14505,6.6936
01/01/1985,7.99173,6.19388,8.3274,10.70696,9.08261,6.48514,7.06445,5.73333
01/01/1986,9.22261,7.65189,10.44749,11.26544,10.78699,8.03354,8.67952,7.10826
01/01/1987,8.49161,7.87053,8.84529,9.26531,9.4138,8.0036,8.92177,7.31441
01/01/1988,7.71153,5.86231,8.17916,9.87811,12.22472,6.1786,6.57182,5.48697
01/01/1989,8.29414,7.17487,10.13531,9.92677,6.99451,7.57902,6.0774,7.75545
01/01/1990,9.08231,5.21191,8.6779,15.38682,10.80345,5.68508,6.15356,4.71377
01/01/1991,8.14959,6.08789,9.20741,11.02539,9.87663,6.51376,6.67024,5.77982
01/01/1992,9.4209,7.96513,9.52752,11.81045,9.66991,8.17842,7.68785,8.11181
01/01/1993,9.87349,9.03297,9.03787,11.26786,11.24089,9.03364,9.30088,8.89124
01/01/1994,7.48568,6.20074,9.26541,9.23965,7.14525,6.61912,6.58686,5.99647
01/01/1995,8.44857,6.6207,7.35643,11.18594,11.95229,6.72114,6.12008,6.88554
01/01/1996,6.34637,4.92426,6.03928,8.25692,9.45441,5.07648,4.92269,4.9251
01/01/1997,8.04801,6.17383,7.87986,11.05185,9.12813,6.40674,6.50548,5.99839
01/01/1998,10.14316,8.05429,11.79103,13.20936,10.23013,8.56442,8.71938,7.70245
01/01/1999,10.55851,8.30793,11.03491,13.95524,12.15872,8.68021,8.83657,8.02827
01/01/2000,12.43664,12.10999,13.70017,13.04368,10.28092,12.32707,12.5821,11.86023
01/01/2001,6.88686,6.2703,8.07585,8.00087,4.62366,6.51679,6.18886,6.31338
01/01/2002,10.63263,9.49538,11.54176,11.53819,14.87012,9.77475,10.35325,9.04156
01/01/2003,5.38982,4.80547,5.38035,6.00938,7.52466,4.88395,4.51507,4.9591
01/01/2004,9.5972,7.80905,11.05193,12.09084,10.30521,8.25175,8.81138,7.2788
01/01/2005,8.45294,5.89155,8.48405,12.39342,10.34443,6.24547,6.70703,5.46015
01/01/2006,8.7479,6.33873,8.30465,12.92755,8.58093,6.60711,7.15729,5.90569
01/01/2007,9.64515,8.95011,9.95969,10.82734,9.18074,9.08793,9.19853,8.81869
01/01/2008,11.11871,9.72191,12.02518,13.08762,11.88219,10.03635,10.60912,9.25256
01/01/2009,9.06676,7.00567,9.21869,11.93138,12.08539,7.30779,7.76686,6.60299
01/01/2010,6.60869,5.15528,5.71475,8.35864,11.72296,5.23166,5.81944,4.80392
01/01/2011,7.67314,4.01577,4.23721,14.0273,11.58781,4.046,5.2309,3.37294
01/01/2012,12.02738,12.30884,10.73823,12.19474,10.30609,12.09443,14.51443,11.14205
01/01/2013,8.29911,6.89391,8.64746,10.14228,10.56191,7.1333,6.7675,6.96078
01/01/2014,9.49807,7.39894,7.51128,12.80104,13.58188,7.41428,6.0317,8.12223
01/01/2015,9.36177,6.30764,7.36887,14.34919,12.99107,6.45251,9.45664,4.64175
01/01/2016,7.7032,6.73682,7.10978,9.70437,6.41022,6.78774,5.98354,7.13533
01/01/2017,6.97745,6.39065,6.04361,7.60845,10.22655,6.34327,7.34845,5.88395
01/01/2018,6.87987,5.62683,7.68801,8.25964,9.66413,5.90821,5.75706,5.55793
01/01/2019,10.29387,9.50307,10.37811,11.28007,12.11364,9.62253,11.66246,8.36071
01/01/2020,11.36282,9.47037,12.18791,14.08608,12.7894,9.84136,10.79805,8.76801
