period-start,east scotland,north scotland,west scotland,northern ireland,east midlands,east of england,london,north east england,north west england,south east england,south west england,wales,west midlands,yorkshire and humber
01/01/2000,372.84216,384.87648,442.61167,240.76685,250.13132,210.13241,249.91618,327.26003,377.86664,355.40168,365.60531,464.43951,252.97736,340.33232
01/01/2001,193.00379,316.9983,185.46458,99.72764,122.89915,177.80076,134.6266,187.25331,165.05938,159.8207,127.25472,260.0816,126.43322,119.53669
01/01/2002,360.50777,355.57089,344.44231,360.03584,202.82401,149.04897,157.93154,262.14686,317.64778,247.44389,312.36857,399.64071,167.59581,290.95842
01/01/2003,107.08468,213.95769,183.48278,165.25127,106.98198,83.48401,76.08872,85.18944,134.08998,131.18242,131.16205,180.04224,86.83979,108.19697
01/01/2004,275.29325,453.94253,416.86266,227.12657,205.09008,139.7677,80.92284,237.80258,302.81634,126.09274,221.94196,373.5884,173.91657,208.89352
01/01/2005,298.77783,517.17605,386.79047,248.28739,89.99608,83.23466,34.42244,271.29615,237.85486,88.22345,183.78003,285.13938,162.21723,131.81168
01/01/2006,317.54007,486.44149,477.88351,212.55209,97.81944,117.85289,52.27188,139.44586,247.23088,136.39077,180.84618,267.79529,102.32004,178.73774
01/01/2007,264.5827,406.00766,262.53398,203.13687,248.70071,181.19195,118.91677,151.15928,263.41384,189.7184,228.37031,312.04527,317.21616,278.202
01/01/2008,339.22697,450.9806,431.71516,284.71251,186.83626,161.71816,110.05691,300.40114,360.69136,197.57708,270.93201,417.53762,242.06795,270.65217
01/01/2009,319.77184,385.30016,434.47394,275.73459,119.7369,101.05544,152.1164,270.4954,255.56097,165.8978,213.36537,297.30432,122.28246,169.45681
01/01/2010,251.37067,200.38233,290.21028,308.59819,92.6407,100.72449,106.61099,154.25318,175.48086,137.01877,141.59035,188.38274,85.98954,122.02337
01/01/2011,350.18538,481.81878,498.97487,277.38864,42.73891,59.52863,95.1982,149.57198,222.55094,94.43828,103.52219,143.97409,38.03994,100.17132
01/01/2012,359.23531,349.82081,437.10058,249.63677,253.50787,169.38759,162.70127,415.84222,403.68287,219.10349,382.11555,339.10589,267.07689,367.09847
01/01/2013,225.32546,339.50499,351.06122,236.29783,129.88446,112.73237,137.12135,213.00788,246.4373,168.65593,239.76034,282.02709,184.41853,124.96075
01/01/2014,344.91164,496.5624,441.79437,321.40759,151.48423,195.05266,141.06924,100.48549,179.24328,207.68457,183.43061,226.61854,149.09228,136.96403
01/01/2015,342.8926,506.62895,548.75626,321.57275,69.07652,93.92143,86.62517,258.82858,413.75955,116.37009,154.56648,245.10777,73.71322,241.12041
01/01/2016,244.26037,349.70907,311.01906,133.69258,122.50429,109.69257,140.78708,156.29245,193.29678,161.79667,244.58593,227.01679,168.0054,130.83132
01/01/2017,145.77165,255.26924,236.41711,229.22513,112.56182,157.81027,165.30823,206.25816,262.78783,158.19368,135.91393,196.27297,81.94089,159.92712
01/01/2018,177.25623,298.99647,309.64978,221.40698,85.70936,74.85685,100.01415,148.69883,198.17472,121.1693,211.23554,280.74827,100.16161,138.65964
01/01/2019,246.43227,411.24163,341.60595,277.33897,301.81933,107.7441,120.55763,289.2849,356.62771,157.40618,233.64679,354.44229,274.4718,252.68369
01/01/2020,380.28453,515.77527,486.29497,291.20169,171.67934,167.87098,167.13585,230.99229,457.37227,243.89381,306.58538,440.47697,207.00371,271.80784
