period-start,east scotland,north scotland,west scotland,northern ireland,east midlands,east of england,london,north east england,north west england,south east england,south west england,wales,west midlands,yorkshire and humber
1884-01-01,5.60321,4.9925,6.2707,8.233,8.22915,8.44673,9.04346,6.57192,7.08959,8.6937,8.94901,7.93378,8.53518,7.41515
1884-02-01,5.2213,5.32559,5.65773,7.71974,7.9491,8.16307,8.68826,5.7206,6.35321,8.34123,8.21276,6.74854,7.6777,6.75065
1884-03-01,6.66184,6.56059,7.05182,8.75246,10.13037,10.55146,10.88857,7.37768,8.26986,10.43435,9.54749,8.14429,9.88561,8.63503
1884-04-01,8.92668,8.80605,9.77053,10.78292,11.13564,11.20717,11.56998,8.70131,10.18698,11.22704,10.78417,9.68152,10.96937,9.91725
1884-05-01,12.56672,11.59516,12.67817,14.06828,16.56205,16.99816,17.49985,13.55266,14.31796,16.91389,15.97215,14.16788,16.32827,14.70775
1884-06-01,15.81295,13.95641,15.8575,16.78779,19.10091,18.85942,19.2558,16.49173,17.16347,18.90138,18.91476,16.92702,19.06617,17.39127
1884-07-01,17.15897,16.12437,17.44774,18.01392,21.22783,22.16292,22.31954,18.1399,18.59595,21.03899,19.71796,17.88283,20.25951,19.30491
1884-08-01,18.01633,16.75746,17.55979,18.28767,23.21417,23.76806,24.27447,19.18541,20.02586,23.30883,21.9221,19.78361,22.53721,21.09177
1884-09-01,15.01788,14.49556,15.25082,16.54181,19.03522,19.41469,19.856,15.92841,17.14199,19.25942,18.51404,16.88203,18.61554,17.3744
1884-10-01,10.51873,9.84486,10.63206,12.14851,12.54104,13.26633,13.66151,11.17434,11.26032,13.54155,13.31623,11.78104,12.5447,11.61316
1884-11-01,6.20831,5.83683,6.7755,8.38854,8.14041,8.15034,8.82851,6.91395,7.42929,8.67338,8.9763,8.01231,8.09276,7.60525
1884-12-01,3.96518,4.31786,5.02263,6.65197,6.24534,6.75398,7.54043,4.69741,5.2945,7.30197,7.47748,6.38565,6.3157,5.58697
1885-01-01,3.08596,3.31423,4.02257,6.4624,4.24963,4.40828,5.02755,3.49935,4.21753,4.88976,5.85086,4.80208,4.38657,3.92093
1885-02-01,5.35724,4.58377,5.83016,8.36418,8.59066,8.99942,9.65897,6.22455,6.89237,9.12138,9.25028,7.71038,8.69449,7.27885
1885-03-01,5.96589,5.40772,6.32964,8.00391,8.22968,8.94293,9.05322,5.99862,6.65202,8.84813,8.6423,7.18751,8.16598,6.81075
1885-04-01,9.34003,9.16066,9.3641,10.75275,12.32663,12.78541,13.47015,9.56277,10.21614,12.81981,11.7377,10.41256,12.04499,10.67537
1885-05-01,10.20901,9.45238,10.69295,11.90626,13.32364,13.61305,14.24071,10.76669,11.3775,13.70723,13.09882,11.53495,13.05406,11.74594
1885-06-01,15.84565,13.63784,15.20139,16.39369,19.45542,19.49864,20.0145,15.97809,16.62293,19.51394,18.58826,17.03769,18.98528,17.29692
1885-07-01,18.01323,15.95721,17.00809,19.0193,21.96452,22.00394,22.97158,18.6687,18.48101,22.3158,21.23442,19.21594,21.84312,19.55596
1885-08-01,14.92232,13.94972,15.50647,17.16704,18.09192,18.70473,19.50839,14.79091,15.8989,19.48824,19.24621,17.27836,18.12618,16.35311
1885-09-01,13.31144,12.28864,12.96638,14.70539,17.11548,17.17612,17.44715,14.01002,14.38699,17.06461,16.65934,15.10105,16.66171,15.46085
1885-10-01,7.52388,6.94673,8.2143,9.83173,10.36407,10.82013,11.35557,8.38872,8.7947,11.28831,11.30077,9.76789,10.18659,9.15402
1885-11-01,6.21504,6.16529,6.47273,8.87334,7.97566,8.30962,9.22266,6.73737,7.05102,8.72461,9.03504,7.63749,7.80097,7.22101
1885-12-01,5.04513,5.29652,5.5539,7.19134,6.05241,5.93171,6.51469,5.19052,5.78997,6.26892,6.70665,5.90993,6.04981,5.64068
1886-01-01,2.31456,2.36789,3.07076,4.98491,4.10718,4.18309,4.86318,2.69845,3.40529,4.93245,5.52023,4.13823,4.24097,3.44159
1886-02-01,2.30473,3.05465,3.13222,5.78199,3.37324,2.9356,3.25215,2.59791,3.0598,3.39584,4.56539,3.82604,3.70428,2.88072
1886-03-01,4.41013,4.8339,4.69984,7.19212,7.3131,7.60805,8.10126,4.94208,5.59525,7.48274,7.28808,5.87831,6.99934,5.89792
1886-04-01,8.74305,8.55137,9.11287,10.783,11.51423,11.84449,12.72997,8.51018,10.10972,12.37268,12.27023,11.04426,12.17852,9.60983
1886-05-01,11.06538,10.768,10.82167,12.89327,14.79329,15.66276,16.35406,11.2739,12.13025,15.63202,15.15251,13.84695,15.07947,12.40432
1886-06-01,15.21071,13.59243,14.70241,16.07107,17.58925,18.18197,19.19952,15.32644,15.73285,18.77219,18.53576,16.78572,18.03143,15.88815
1886-07-01,17.54075,15.2697,16.87019,17.78417,20.77882,21.40336,21.95266,18.19749,17.66014,21.36576,20.59296,18.7411,20.63395,18.72304
1886-08-01,16.65601,15.1294,15.71948,17.92801,20.84437,21.29205,21.95021,17.65609,17.6501,21.28023,20.22913,18.64843,20.76044,18.94827
1886-09-01,13.8035,13.01336,13.71609,15.6702,18.16885,19.07898,19.66585,14.52377,15.27382,18.95259,17.7648,16.07147,17.42386,16.32404
1886-10-01,11.08887,11.08553,11.53595,12.87143,14.27577,15.2562,15.51639,11.67975,12.63148,15.10959,14.35687,12.93846,13.71235,12.64441
1886-11-01,7.38419,7.58362,8.01818,9.57646,8.87256,9.50425,9.87798,7.71958,8.06723,9.74956,9.7559,8.86618,9.02095,8.11332
