Year,UK,UK trend,England,England trend,Wales,Wales trend,Scotland,Scotland trend,Northern Ireland,Northern Ireland trend
1862,97.19890309,92.13065453,100.1180603,95.80583203,87.60508747,90.84977003,96.36981817,88.80586715,101.4113537,94.50955452
1863,92.16992992,92.23587242,89.8737779,95.94553152,92.44667277,91.03918595,94.25849228,88.86305962,91.62233341,94.58107648
1864,78.79863324,92.35879464,75.00178342,96.23125605,70.94365081,91.25100739,84.18165062,88.82195063,78.66238098,94.65767315
1865,86.2604686,92.58702497,99.2568056,96.70631824,87.76077836,91.65740659,73.3844645,88.7881222,91.56116567,94.83891039
1866,101.0990243,92.84876576,111.1267834,97.17223459,99.83072595,92.06450752,92.34811143,88.84981451,100.417328,94.94098836
1867,88.69925596,93.19256208,95.36410883,97.72104539,89.86310336,92.59167088,80.70838188,88.98238238,101.7461246,95.13064392
1868,100.1080667,93.6292446,97.36500521,98.37430342,93.90975943,93.23187821,104.7673707,89.20877755,95.47380493,95.28376071
1869,93.68020578,93.95057664,99.2686646,98.96374777,98.77025998,93.83454553,86.81851658,89.23886385,98.0155936,95.4358661
1870,75.1301721,94.25512398,77.40585178,99.48023803,83.0248122,94.39753243,69.42137489,89.30630131,88.3734914,95.59123566
1871,87.62226118,94.73202613,93.3851315,100.1661033,88.17116954,95.04282794,82.31871304,89.59352148,87.3941885,95.7438737
1872,127.8326738,95.26026452,137.7596854,100.9315695,137.9781055,95.78977522,116.2314613,89.88256582,127.9246887,96.03216614
1873,87.86538794,95.41906608,88.28687531,101.2832709,82.39634946,96.05642347,89.9592563,89.87022584,79.89206325,95.95350218
1874,91.60944782,95.57230144,89.6325664,101.7075776,93.94911572,96.36537463,93.47690311,89.7527552,87.17512351,95.99133015
1875,95.85713568,95.62794927,108.8513838,102.0642738,97.97073831,96.49261841,83.81236721,89.518194,93.68741319,96.02713962
1876,100.9712326,95.63988948,112.4549655,102.2360944,99.19675065,96.51736379,90.53621592,89.37751707,104.5263677,96.05885823
1877,117.1005989,95.61950633,119.2135413,102.3266602,118.6320064,96.4877579,115.0717264,89.25800339,114.3887828,96.02787115
1878,92.4661979,95.37670585,103.7518045,102.2008579,91.96385061,96.12260718,82.58678818,88.92968068,90.69906049,95.84797254
1879,89.682144,95.09209612,102.9719737,101.9093424,91.71817865,95.68529038,76.52452413,88.67804531,93.69376625,95.63896733
