Year,UK,UK trend,England,England trend,Wales,Wales trend,Scotland,Scotland trend,Northern Ireland,Northern Ireland trend
1880,92.19540441,94.79458659,108.1689224,101.4966692,93.28309866,95.16717812,78.30184052,88.53522945,85.41943585,95.36962483
1881,92.82786543,94.44207542,103.1451345,100.9719972,88.69739286,94.55738601,84.41176154,88.38522199,92.61492277,95.14633532
1882,110.6756488,94.10411367,120.8437112,100.4194574,116.989931,93.96792045,100.2091938,88.28356181,107.8768357,94.96836541
1883,99.13210076,93.58621551,102.9660811,99.64376607,96.34820437,93.15745915,95.94386962,88.03361926,102.346556,94.75125557
1884,89.90365099,93.03066531,82.85399238,98.75247327,89.84216397,92.28662626,95.22252838,87.82702707,98.75003093,94.4635738
1885,88.93210785,92.49173448,95.55608304,97.96403306,90.65930273,91.42617947,83.52648749,87.56142292,80.65858641,94.18116235
1886,98.09592187,91.95116145,109.3163424,97.13135742,109.3508857,90.55501702,84.33948436,87.31329539,103.5644912,94.06845853
1887,71.44303507,91.29659084,71.29553627,96.1108028,68.058201,89.46679822,72.30333939,87.04252507,72.8668609,93.8559417
1888,88.21791326,90.92393845,93.65311276,95.42440263,86.55007595,88.71010076,82.87964924,86.98627797,94.43364603,93.97609173
1889,82.46306742,90.69326998,89.05100081,94.85026042,76.0704216,88.08809935,76.4267771,87.11445641,95.23370106,94.13630472
1890,89.71012566,90.52061331,86.23198937,94.26426732,80.43266154,87.56872497,94.49020587,87.36540257,94.83204962,94.26182359
1891,97.47080924,90.34478284,106.5095204,93.75455616,98.5593799,87.10443865,89.46434466,87.53102022,93.53260352,94.35247573
1892,86.95839355,90.17921043,89.62621675,93.22580116,74.16133703,86.61235051,86.79160146,87.73512918,93.86111647,94.51760159
1893,83.35538503,90.17511241,80.34433568,92.8561441,75.24366252,86.39542109,88.16973664,88.08097558,83.22680182,94.79377349
1894,97.6631993,90.23061932,103.6817158,92.61358953,94.31372612,86.31848318,93.35178606,88.39925521,95.1492611,95.17326438
1895,85.75497024,90.22668191,91.88127238,92.35403067,78.1774532,86.21105015,81.60110751,88.60657706,89.63962932,95.53416307
1896,87.83032758,90.31328088,88.89326288,92.23633342,82.13753321,86.30005388,87.3535498,88.84028407,95.00942875,95.91504987
1897,92.16635099,90.42503009,96.11420018,92.18917122,94.39271831,86.45409497,86.34647343,89.05814187,105.2010604,96.23997748
1898,89.68442412,90.68634786,82.55683298,92.35402096,85.20304088,86.76477183,96.87419799,89.3837845,93.34062399,96.58520135
1899,89.86645318,90.98525878,89.58115045,92.65155251,83.25093932,87.17703822,90.34884969,89.6440368,100.6702921,96.96988187
1900,102.3645509,91.31567743,103.7533433,92.98170428,95.88277235,87.68510067,101.5638386,89.92773887,111.127896,97.32088624
1901,82.92012398,91.54474662,82.97478447,93.28571377,81.69292231,88.15732229,81.26562843,90.04109853,97.27686572,97.44828705
1902,78.48499863,91.93506876,80.01613827,93.8282037,72.73059565,88.81411109,76.64294326,90.253191,92.65907799,97.63395026
1903,120.5168198,92.34689411,124.2773901,94.3923467,121.0104168,89.51216161,117.2957876,90.49074224,117.9893941,97.77645684
1904,86.36934171,92.5182885,85.80298519,94.72104153,81.28280663,89.98237525,86.99938771,90.46952144,95.48610241,97.75819889
1905,82.84901152,92.6864368,80.77603067,95.12323797,75.28940092,90.46083515,85.96913,90.37237929,88.13167202,97.73444711
1906,96.27844897,92.95766202,96.27921125,95.63506253,91.66659751,91.12632867,97.05301925,90.34812423,99.29542484,97.83560513
1907,93.14792542,93.15440286,95.83592916,96.05914484,91.60137921,91.74239252,90.40239908,90.25478029,98.31881058,97.86216591
1908,87.6556817,93.31433927,85.53492775,96.47365132,90.02156694,92.27306367,87.55016412,90.11229788,99.00131561,97.84812297
1909,92.26928328,93.53511549,100.5654934,96.95633136,90.04786987,92.81729563,85.21354554,90.04289421,92.4215113,97.83973264
1910,99.68522055,93.82440701,107.512483,97.50809193,107.2700791,93.46501358,90.83703527,90.03071896,98.35714554,97.91542885
1911,88.49159322,94.02181069,90.51177657,97.95968532,90.21107764,93.92896185,86.72926718,89.95322245,84.81311903,97.93143039
1912,107.3099811,94.24611396,119.0873781,98.42980948,107.0385556,94.35718138,96.73533772,89.91798985,107.0919438,98.03369267
1913,88.69520378,94.39686848,92.00099213,98.78425497,96.91552171,94.73930464,83.09170414,89.84009238,93.21243568,98.06232182
1914,96.91849588,94.64393167,103.6478557,99.16722623,98.213829,95.14844878,90.75136738,89.93353647,95.01342164,98.21369303
1915,92.99336735,94.84013793,106.0685916,99.4475248,93.04205399,95.49898419,81.27414973,90.01267526,91.28640622,98.40659703
1916,104.0262374,95.12088331,110.2913258,99.73946125,95.56257417,95.93366869,100.4066526,90.2357572,104.0982781,98.73589263
1917,90.36518514,95.27628,93.60868165,99.88470271,86.68687825,96.32658951,86.71077163,90.31943566,102.7410539,99.03357826
1918,98.71876047,95.40338677,101.9258292,99.98606645,104.2074603,96.69718236,93.48821835,90.39606586,105.3731213,99.23438183
1919,89.54524487,95.51127225,99.09283053,100.0764197,88.35059917,96.98762455,80.48969176,90.47306427,94.50239446,99.32843729
1920,99.18020501,95.6168015,99.98639948,100.0652639,112.2287038,97.24952598,93.84765098,90.64186674,109.5359972,99.44042357
1921,78.32710521,95.65063141,66.30689526,99.99787695,73.65214153,97.28641327,89.09669462,90.77619669,88.27386893,99.38051913
1922,91.05645852,95.82743265,99.89108097,100.2244885,89.82806059,97.50692538,82.9570415,90.91115003,93.64066796,99.42283484
1923,105.6449358,96.0014893,106.0645706,100.448476,107.8506562,97.70647227,103.3733081,91.04541503,116.0476643,99.47858604
1924,102.2913089,96.08295089,112.9923894,100.5311781,109.0663612,97.78401772,89.95170108,91.14320666,108.6132342,99.40552639
1925,92.94070721,96.08887977,100.6060782,100.5352743,95.01452619,97.74043534,85.375678,91.1902165,93.64336189,99.18116533
1926,95.20526801,96.11550016,96.29971458,100.5483416,90.24565556,97.73029029,95.61436486,91.26039299,94.02547597,99.01190612
1927,105.9051412,96.05371056,116.0328544,100.5119812,109.3127346,97.66299685,97.52460432,91.19700386,92.41537136,98.76835941
1928,109.375435,95.9236825,107.8634492,100.3680107,114.7076979,97.48701218,107.8610638,91.08748972,120.7012111,98.64362888
1929,92.5277297,95.62880642,94.61320649,100.06769,99.98975487,97.14312971,87.93519137,90.81486209,98.70142928,98.29374193
1930,102.6434827,95.36049546,111.0023641,99.81539637,109.1348813,96.75358627,93.37167059,90.57178748,102.1330268,97.93632738
1931,96.92889951,94.98206143,104.6014932,99.43872696,100.0353982,96.20091384,88.18189192,90.24422301,103.8074475,97.4805214
1932,95.88013779,94.64973816,97.32873793,99.12374246,95.6193664,95.66367782,95.19274446,89.9648637,91.02456511,97.01092105
1933,72.59590958,94.24904829,77.09689784,98.74300954,69.37060551,95.04757352,69.76349302,89.59877225,68.73852516,96.61727691
1934,92.19099903,94.10882963,89.54315454,98.57906512,88.9967207,94.75393629,94.6359112,89.51001205,97.55312052,96.53841981
1935,99.37904656,93.95286199,106.5447611,98.43258046,98.53982617,94.43985808,93.96985572,89.38001317,92.26490949,96.42022897
1936,92.5443099,93.81997716,102.4842253,98.26037796,96.95327086,94.23355342,81.2806314,89.2797504,100.2518474,96.45363541
1937,88.34745704,93.67597862,103.355833,97.98943939,83.33756528,93.97256117,75.35680856,89.26814169,91.98550986,96.41000997
1938,102.8003035,93.54168778,94.80500725,97.66141732,98.22942126,93.76986192,110.9899419,89.32122311,104.1115733,96.33292208
1939,95.31847518,93.33107672,107.7329392,97.31884244,100.8310931,93.54063284,83.26395609,89.23024246,90.76213837,96.17423011
1940,90.85178228,93.23316366,95.71819235,97.03756258,90.28237179,93.43849371,85.12681561,89.2861287,101.3274941,96.19036563
1941,82.02669544,93.08755742,90.9663938,96.71814318,77.42184403,93.31402836,74.44719771,89.28679456,86.52314642,96.1047953
1942,89.14664922,93.04090189,88.76607427,96.4299351,87.13138866,93.26909523,87.93574414,89.45808103,104.4724407,96.07969438
1943,92.96486026,93.09767678,88.54711465,96.29237943,94.72286904,93.38864296,95.92988903,89.69843492,97.5297893,95.97639783
1944,94.11411494,93.25292331,96.38464372,96.34015453,91.49196198,93.64363787,91.76844296,89.94216561,100.695729,96.02015251
1945,87.51590828,93.36529415,87.95158406,96.33747132,88.52368429,93.93660753,86.45897454,90.13503945,90.84157356,95.98384556
1946,100.2064831,93.61938545,112.7907665,96.60317578,107.9814162,94.44489517,86.80329225,90.33749476,100.412886,96.06904037
1947,86.01260414,93.83188578,86.25539797,96.74990458,86.8064914,94.85238556,84.15998557,90.57748625,96.39822181,96.15417485
1948,105.0790818,94.10453555,101.0453803,96.94315396,107.088842,95.29589659,108.4382979,90.91117281,102.9310141,96.18762049
1949,91.2932321,94.15277107,83.92192459,96.99322706,85.04362231,95.47075818,99.50342876,90.95291151,91.75375637,96.03618442
1950,104.7715211,94.15442621,107.3166086,97.03574441,109.0999958,95.62427533,100.7826851,90.89861938,109.1032075,95.8939338
1951,104.2609292,94.10675546,116.4459388,97.07639895,107.9496916,95.70080565,93.41173138,90.76591244,94.89765322,95.64835075
1952,87.82268863,94.0028661,93.97679698,97.03191058,89.96299803,95.70692154,82.3118539,90.58663898,82.80130221,95.50026116
1953,82.78362066,93.97658084,80.2710628,97.08485744,82.6389712,95.76789117,86.19261083,90.46388514,73.81456146,95.49500662
1954,113.702692,94.08576846,116.2648684,97.31613349,121.1910673,95.94586574,109.6212621,90.42998173,112.2472312,95.71844322
1955,78.03189334,93.99546051,82.2489092,97.42074571,80.52681532,95.8811257,72.45336775,90.14256989,86.12780752,95.73676722
1956,91.11203122,94.04856276,92.65562082,97.65354234,82.49278237,95.94917701,91.66966715,90.01699418,92.62643383,95.88655715
1957,95.6600027,94.01796404,95.39608676,97.84835306,101.9582355,95.99014484,93.88705216,89.75222978,98.93549449,95.94931863
1958,98.71040382,93.91464283,110.9302034,97.99571474,105.2136579,95.94138558,84.75849636,89.3874057,107.4448958,96.0025755
1959,86.05346875,93.70617025,86.8029605,97.89784578,91.5384872,95.72689881,84.15890305,89.06588628,84.67615938,95.91061034
1960,104.275439,93.60756519,125.2880313,97.93586727,116.3590313,95.59555414,81.70210785,88.83416758,106.8880181,95.95137353
1961,94.12609664,93.32727827,94.21051501,97.6096436,93.24805315,95.16443721,93.87033329,88.62178151,97.00474735,95.77475339
1962,89.67869643,93.03232412,85.64918737,97.32841366,86.09826263,94.72651183,94.20861974,88.3372987,90.14189309,95.59119902
1963,87.06904743,92.74915138,92.77920099,97.11030496,84.36095135,94.35346968,81.4248326,87.99920564,95.52511636,95.45500865
1964,79.91487888,92.56974355,76.60065048,96.94234581,76.28802763,94.09458047,82.76400806,87.81814859,88.02111884,95.36397784
1965,99.06567206,92.53866826,107.6693256,96.93820741,102.3381278,93.98970799,89.95218475,87.7793389,102.6917089,95.3507824
1966,103.3283594,92.53929067,111.250496,96.91506944,103.1028658,93.90379425,95.06536321,87.82087556,111.4794866,95.37005503
1967,104.7588434,92.54171195,106.5206868,96.89549997,108.9305214,93.84873308,101.9838141,87.86724308,105.7549808,95.29974916
1968,93.24833488,92.46689326,105.8611886,96.80414059,93.37463288,93.69568973,81.3866259,87.84121394,94.97305676,95.11396768
1969,87.20040591,92.350624,96.29743396,96.54551873,86.9402544,93.508338,78.93917284,87.90001643,87.58198843,94.7883818
1970,97.47929986,92.38607002,97.62111927,96.38208581,100.6493119,93.49203701,96.19304678,88.15845979,100.5079563,94.60131369
1971,81.3646486,92.32801764,85.79801611,96.13796523,81.46993908,93.36684194,77.57468236,88.31138727,79.14832003,94.34736985
1972,85.81079697,92.42082347,91.35006798,96.01464555,96.59648428,93.36066775,77.32493259,88.64757869,91.26001031,94.27066623
1973,80.79688857,92.58618493,78.13639611,95.94430432,78.41575936,93.36291369,83.33065242,89.09782783,84.68504608,94.20723818
1974,102.7130136,92.92091649,107.7966302,96.11109184,110.2919846,93.58558804,96.75452552,89.63717161,98.52046852,94.35482601
1975,80.15655197,93.1291684,80.66931726,96.08918829,76.7456208,93.64437605,81.29508223,90.11398785,74.02321269,94.39046118
1976,84.74558293,93.55377203,85.75385104,96.30040942,76.98278808,93.96048882,84.71560707,90.76932006,92.03640562,94.73986988
1977,95.9956068,94.03961711,99.24525599,96.54259809,99.98875886,94.40065431,92.1949494,91.50431775,94.54246696,95.1074542
1978,92.40611803,94.5414571,95.7966734,96.7384324,87.31747451,94.78112863,89.74446823,92.33089841,98.28011807,95.49635322
1979,101.9113456,95.05339474,106.1390424,96.96586625,102.1861961,95.19430526,98.03024324,93.14371682,101.8014413,95.88855346
1980,100.4918055,95.48499351,103.7471401,97.0663072,99.84197803,95.53465112,97.19961452,93.91401782,103.5855248,96.22079163
1981,102.8005375,95.86973032,106.8579645,97.11466369,105.1978653,95.82174552,97.80593645,94.64461097,107.9061571,96.50792625
1982,104.3160043,96.16149405,102.9118489,97.06015803,105.8520581,95.99541382,105.366527,95.28952367,102.7266481,96.75510233
1983,94.38667007,96.39707849,93.81725424,96.97221418,96.3909069,96.11083448,95.6677575,95.85585619,84.67556229,96.96808919
1984,94.8340581,96.71016092,97.74751213,97.02424602,91.1758572,96.3052754,93.17627889,96.43061129,94.08324438,97.34613976
1985,95.88956621,97.0595618,94.83860599,97.12268587,96.2706416,96.5739185,96.19165461,97.02269393,99.84106445,97.76835979
1986,105.5603627,97.52053141,106.1206146,97.38964557,107.2267934,97.00693809,104.7140817,97.67076402,105.5492551,98.2337143
1987,92.28660815,97.81053012,99.2241995,97.54387111,93.12926102,97.25892871,86.42580168,98.10477352,86.57153143,98.46397036
1988,100.9916457,98.15662965,98.69655784,97.74630712,101.2142551,97.60718363,101.9491026,98.57507696,109.4037676,98.88220285
1989,90.91463813,98.31215564,86.33480838,97.76990578,92.17105565,97.75043187,95.28145196,98.85279795,87.17542997,99.07113209
1990,104.7168018,98.58347605,88.50365861,97.96896206,95.03027978,98.01657821,121.0541478,99.19359225,111.7574516,99.34987323
1991,89.14439607,98.69765999,84.26488159,98.12826607,88.62938546,98.17513034,93.48561442,99.26855925,91.15757942,99.38437781
1992,105.91137,98.8496841,102.4115923,98.35984105,100.4487419,98.33468239,110.7874492,99.35652573,103.738847,99.47047309
1993,100.0151631,98.9492349,105.924044,98.608298,97.63201795,98.49730396,94.96759507,99.31755527,101.7778934,99.48304126
1994,105.8315642,99.07046087,107.1040314,98.852174,111.6974416,98.68604845,103.7300625,99.32176269,102.0903,99.52707634
1995,91.37399742,99.17100337,88.10595145,99.07131879,85.36424706,98.79090041,95.51277848,99.31695327,94.33104078,99.60812261
1996,81.35377434,99.27148558,79.32145103,99.34678775,81.77199653,98.92367602,81.26840574,99.24893086,95.34215563,99.71826055
1997,91.23282427,99.55523519,91.77941671,99.76335536,89.66787161,99.1886442,91.06870279,99.42288965,92.00574205,99.95429647
1998,112.9620512,100.0057509,113.2678501,100.4079351,117.1867419,99.64426043,111.8439688,99.70954203,111.5174015,100.2901526
1999,110.6393653,100.2907688,109.6393926,100.8861301,112.1069509,99.89467965,111.3120789,99.84180634,110.5226298,100.4550671
2000,119.4027942,100.5136525,129.9730567,101.3363867,128.876681,100.0252364,108.7874409,99.89343435,108.8794293,100.5616341
2001,91.28762359,100.5905764,101.0780309,101.5044019,92.25212735,99.91492126,83.68984897,99.9288243,79.05303919,100.6604157
2002,111.3851048,100.7492588,117.9456843,101.6743553,111.321508,99.8777187,103.6928053,100.108989,124.1777494,100.9361791
2003,78.30735842,100.7604568,79.01831584,101.6667714,77.88624723,99.69428965,77.23650275,100.1845908,82.52925958,100.9421864
2004,105.1700054,100.9317981,104.3509517,101.8097338,101.7021981,99.68438469,107.9998735,100.423521,96.03806865,101.1228626
2005,93.92134472,101.0488047,87.39374116,101.9189355,89.10624183,99.6673242,101.0020707,100.5692193,94.5384635,101.3110488
2006,102.0572478,101.3130267,99.03687795,102.1598877,100.5009656,99.81133571,105.1805043,100.8696801,101.8866606,101.673658
2007,104.0206402,101.5829342,109.3763722,102.410257,101.5993667,99.98668438,100.8191363,101.1652349,96.39162746,102.0538177
2008,112.5011199,101.8753758,115.0207002,102.6536474,113.8242197,100.1925813,109.9057477,101.5003022,112.3557236,102.5119599
2009,105.098003,102.0196762,102.5045013,102.7596852,102.3328661,100.2366326,107.4010902,101.6772756,110.7066764,102.8457541
2010,82.24262263,102.1325774,85.13769875,102.8604622,77.16933605,100.2968817,79.60301978,101.7936314,91.62218193,103.0985074
2011,101.1421768,102.3445865,83.53213398,103.0248039,88.08945935,100.4671458,119.1766468,102.0501947,111.1051998,103.366658
2012,115.6720131,102.508349,131.9497147,103.2507473,116.3794942,100.6946526,102.1269354,102.1318458,103.7443802,103.5872435
2013,94.30044239,102.549237,95.28187753,103.2239135,91.8132505,100.7576166,93.28286456,102.2051394,99.8973877,103.8004992
2014,112.4644476,102.6730655,115.245134,103.2770174,106.0689977,100.9333517,111.3047111,102.3609268,113.8338012,104.0653994
2015,110.0750903,102.8030384,101.6031986,103.3794494,107.2865265,101.1817466,117.729665,102.4759568,116.1661046,104.2707414
2016,95.41053059,102.9347659,96.47153236,103.5276539,93.72780184,101.4407774,95.23994205,102.5576746,92.37772243,104.4212053
2017,97.29963095,102.9896454,96.72127099,103.645959,96.61279227,101.6196565,97.43314382,102.5185612,101.0888477,104.5090904
2018,91.65529719,103.1417864,93.21301487,103.8842982,93.60116333,101.8893303,89.27279231,102.5515705,94.95523228,104.7423387
2019,107.2000727,103.3272513,114.7709041,104.1564728,109.6233425,102.1790402,99.74111921,102.6227873,106.5904893,104.997696
2020,116.2493494,103.4895629,115.9277149,104.3583609,119.4234069,102.3978829,115.7715561,102.7355008,116.5646183,105.1608254
