period-start,uk,england,wales,scotland,northern ireland,england and wales,england n,england s
1884-01-01,2.67411,3.27358,3.64883,1.35515,2.9023,3.32481,2.51831,3.67313
1884-02-01,1.44432,1.93566,1.93862,0.47581,1.4381,1.93606,1.16613,2.34275
1884-03-01,1.79955,2.03486,2.15504,1.16365,2.57044,2.05127,1.51258,2.31115
1884-04-01,2.15917,2.31321,2.25938,1.76694,2.72125,2.30586,2.0808,2.43615
1884-05-01,5.04666,5.64314,5.40749,3.92398,5.15241,5.61097,5.09602,5.93258
1884-06-01,7.87309,8.25005,7.95224,7.16256,8.1887,8.20939,7.53156,8.63014
1884-07-01,10.28461,11.0705,10.61159,8.8382,10.48116,11.00785,10.40283,11.4237
1884-08-01,10.54901,11.01317,10.74853,9.7068,10.62191,10.97704,10.467,11.3021
1884-09-01,9.02505,9.73519,9.83239,7.71545,8.45001,9.74846,8.82967,10.21422
1884-10-01,4.85297,4.90601,5.82705,4.42847,5.2177,5.03175,4.61534,5.05978
1884-11-01,1.84982,2.04499,2.71448,1.07009,3.0493,2.13639,1.66137,2.24793
1884-12-01,0.87013,1.42438,1.88763,-0.36897,1.00583,1.48762,0.44759,1.94112
1885-01-01,-0.26258,-0.01169,0.50385,-1.136,1.04694,0.05869,-0.4094,0.1987
1885-02-01,1.30318,2.20871,2.21249,-0.42591,1.05848,2.20923,1.06465,2.81394
1885-03-01,-0.06314,0.18262,0.35698,-0.6319,0.14168,0.20642,-0.27013,0.42213
1885-04-01,2.46311,2.69837,2.21952,2.03973,2.94972,2.633,2.29087,2.91394
1885-05-01,3.53171,4.006,3.73076,2.68298,3.49768,3.96843,3.36875,4.34312
1885-06-01,7.75654,8.53216,8.01527,6.51476,7.04179,8.4616,7.68259,8.9816
1885-07-01,9.52138,10.32329,9.66692,8.15308,9.40822,10.23369,9.73835,10.63274
1885-08-01,8.12752,8.94629,8.21557,6.64942,8.55004,8.84654,8.3424,9.26576
1885-09-01,6.76089,7.38134,7.31325,5.56777,6.73054,7.37204,6.45427,7.87177
