period-start,uk,england,wales,scotland,northern ireland,england and wales,england n,england s
01/01/1960,75.19233,80.70923,103.47025,60.09423,68.19727,83.81649,60.50053,91.40001
01/01/1961,45.21157,29.39774,31.00747,73.95084,52.93996,29.61749,39.53171,24.03669
01/01/1962,78.68778,49.29453,79.02248,129.32386,71.5416,53.35289,64.36192,41.32361
01/01/1963,34.41396,25.88359,30.58067,43.44004,68.30234,26.52482,37.32422,19.83128
01/01/1964,49.50219,41.04257,78.34394,56.59577,46.33091,46.13483,68.20048,26.67555
01/01/1965,55.90429,45.91911,96.171,65.66665,35.96368,52.77933,47.24528,45.21754
01/01/1966,73.86593,52.78812,63.75146,114.22033,58.86891,54.2848,61.43043,48.21619
01/01/1967,72.68757,66.71648,138.05454,66.96011,66.40837,76.45531,109.85408,43.89589
01/01/1968,92.97859,88.78979,95.96251,92.70059,125.67674,89.76899,101.85623,81.8774
01/01/1969,64.14847,70.99065,97.51834,45.72928,52.99156,74.61212,54.62119,79.65039
01/01/1970,57.26279,35.54749,51.43366,90.16343,86.91772,37.71622,33.22657,36.7753
01/01/1971,74.81998,61.43738,112.23839,82.65523,99.14116,68.37256,70.94514,56.4076
01/01/1972,35.49026,34.75484,68.7833,30.42453,20.68305,39.40029,35.68163,34.26455
01/01/1973,71.81319,67.53934,124.28578,67.37513,60.15824,75.28617,67.02608,67.81087
01/01/1974,45.86999,40.37118,57.98065,57.4056,15.17767,42.77516,18.53624,51.92226
01/01/1975,47.66875,44.18788,50.93732,57.59071,18.33381,45.10929,50.16203,41.02745
01/01/1976,68.67394,62.49937,72.32856,72.81084,94.26647,63.84121,73.01672,56.93549
01/01/1977,58.62695,41.00904,89.88765,83.52378,33.65757,47.68178,33.92878,44.75462
01/01/1978,56.64263,44.54605,22.50002,79.67814,85.44409,41.5364,53.00881,40.0691
01/01/1979,64.71939,58.39446,103.72703,66.89749,53.45884,64.58311,59.94654,57.57338
01/01/1980,70.60244,60.8398,93.79588,83.95013,51.9178,65.33885,75.0069,53.34514
01/01/1981,98.94984,67.28553,152.42755,135.77961,108.57218,78.90882,84.6548,58.09686
01/01/1982,72.54275,55.46204,91.36789,102.60368,33.29433,60.36379,71.26405,47.10249
01/01/1983,59.09493,40.76584,104.75921,83.92042,23.44413,49.502,62.69602,29.16437
01/01/1984,58.28047,35.75958,42.32315,103.54046,39.29364,36.65562,49.73283,28.36748
01/01/1985,68.16069,43.35788,68.12065,105.44379,93.50397,46.73841,52.65459,38.43974
01/01/1986,76.99799,65.3154,142.3357,75.4174,99.43019,75.82995,74.96718,60.20943
01/01/1987,58.40629,47.09279,81.17986,65.99306,85.63766,51.74624,42.99154,49.26243
01/01/1988,46.95619,29.08632,34.45018,75.82307,71.32349,29.81858,35.2656,25.81737
01/01/1989,76.47472,42.07233,87.89736,137.12077,42.24645,48.3282,31.03552,47.911
01/01/1990,78.57433,29.17271,77.88713,160.22973,86.52543,35.82304,43.78209,21.44408
01/01/1991,73.9592,47.52816,84.58001,115.05919,76.71628,52.58635,46.05823,48.30578
01/01/1992,92.45251,66.07372,93.42437,140.79309,69.51045,69.80753,52.27607,73.37293
01/01/1993,78.42389,65.82067,66.84497,104.54743,67.41662,65.96051,76.99528,59.9091
01/01/1994,53.52575,41.64561,77.76825,72.26229,23.2509,46.57695,35.16763,45.07258
01/01/1995,66.779,36.16051,40.12001,124.77979,66.89121,36.70104,47.84333,29.98008
01/01/1996,40.4648,25.36153,31.37154,63.62134,63.45583,26.18199,34.89732,20.31691
01/01/1997,70.14238,40.41457,59.08221,125.32599,57.05191,42.96302,50.3492,35.15897
01/01/1998,92.52718,54.1034,148.57004,151.03048,42.61647,66.99966,65.87278,47.87718
01/01/1999,95.70979,63.87838,113.39134,139.42418,124.77682,70.63772,70.40341,60.42652
