Year,UK,UK trend,England,England trend,Wales,Wales trend,Scotland,Scotland trend,Northern Ireland,Northern Ireland trend
1903,-0.820373123,-0.6982134,-0.859125808,-0.826557646,-0.793373945,-0.661302412,-0.787164795,-0.514811839,-0.729741781,-0.586595488
1904,-0.847656202,-0.693291286,-1.013918852,-0.819196172,-0.89784041,-0.653510993,-0.578877486,-0.509812374,-0.751132787,-0.606459195
1905,-0.651586658,-0.690792217,-0.926956822,-0.814818225,-0.802391151,-0.647965043,-0.195683315,-0.506708771,-0.420951123,-0.626279853
1906,-0.547378137,-0.68815545,-0.630881753,-0.809756996,-0.618905315,-0.641265269,-0.385800493,-0.504676007,-0.595162438,-0.645651734
1907,-1.006543288,-0.684375482,-1.142452658,-0.804030206,-0.968651562,-0.631890396,-0.767217041,-0.501644632,-1.132983096,-0.660391571
1908,-0.533007732,-0.685121378,-0.794682268,-0.802918827,-0.461963798,-0.626419925,-0.111747869,-0.503770101,-0.50555776,-0.676051876
1909,-1.319315753,-0.685260124,-1.480313671,-0.799958533,-1.201869288,-0.618937807,-1.075379781,-0.508161669,-1.312030082,-0.688923817
1910,-0.749770356,-0.679459322,-0.849095452,-0.791032307,-0.606858877,-0.606076321,-0.597208219,-0.506783124,-0.844354822,-0.694490555
1911,-0.029848959,-0.675929224,-0.022230329,-0.784377737,0.123699644,-0.596949262,-0.008855397,-0.507740994,-0.404246849,-0.700005382
1912,-0.666120464,-0.675846772,-0.703651967,-0.782496975,-0.515078497,-0.592475796,-0.606626066,-0.51053617,-0.830042978,-0.704010533
1913,-0.247437041,-0.675995814,-0.29773389,-0.781294445,-0.054285068,-0.588084174,-0.153675644,-0.513509427,-0.546225699,-0.70487923
1914,-0.144612712,-0.675960312,-0.199573589,-0.780039808,-0.029686466,-0.584432999,-0.039801233,-0.516540522,-0.349644932,-0.701855777
1915,-1.029210219,-0.679658769,-1.109164822,-0.783031924,-0.843246521,-0.584597952,-0.928076877,-0.52328296,-1.087139507,-0.698137113
1916,-0.734485738,-0.67911978,-0.88114582,-0.781232971,-0.698431694,-0.582209575,-0.49572959,-0.52627298,-0.720690219,-0.690440463
1917,-1.318976685,-0.679248817,-1.513538986,-0.780764028,-1.347142384,-0.581145953,-1.023170575,-0.528908783,-1.075985562,-0.682154782
1918,-0.512366274,-0.67478375,-0.558913178,-0.775423555,-0.301893671,-0.57525174,-0.483469836,-0.527440284,-0.507557123,-0.66982205
1919,-1.415676466,-0.669480656,-1.54916126,-0.769858535,-1.337066137,-0.571371111,-1.236246274,-0.523489462,-1.249703726,-0.656318683
1920,-0.389438443,-0.655237365,-0.497266421,-0.755407089,-0.308597623,-0.55983411,-0.207254426,-0.50993705,-0.521112514,-0.635467161
1921,0.400960192,-0.641846077,0.433096849,-0.742134297,0.577474822,-0.550311737,0.29325274,-0.496641268,0.486715315,-0.613942419
1922,-1.207936466,-0.637050226,-1.353035973,-0.738898922,-1.157932274,-0.551028601,-1.00305589,-0.488940097,-1.030593863,-0.602262694
1923,-0.872336658,-0.628237285,-0.967130521,-0.731108499,-0.688126274,-0.54756475,-0.771894384,-0.477687175,-0.774906411,-0.589421438
1924,-0.648082951,-0.613664437,-0.791195519,-0.718331183,-0.627370055,-0.539892767,-0.41894224,-0.458766048,-0.572420792,-0.572003362
1925,-0.716977342,-0.600411171,-0.839869288,-0.706989709,-0.672641233,-0.533127805,-0.533768932,-0.441036322,-0.617133479,-0.55625736
1926,-0.254788877,-0.587815607,-0.357517288,-0.696569665,-0.182984493,-0.526277365,-0.108839945,-0.423726761,-0.17372789,-0.541129082
1927,-0.774301808,-0.577015713,-0.880716767,-0.687640661,-0.644568904,-0.520626808,-0.65964063,-0.408638181,-0.574553452,-0.529164187
1928,-0.488583197,-0.565881894,-0.510109235,-0.678419502,-0.316866393,-0.514117292,-0.482568607,-0.393111217,-0.533084126,-0.517786388
1929,-0.861655452,-0.551321052,-1.017889836,-0.66619277,-0.844831096,-0.504812541,-0.646349945,-0.373290984,-0.588306247,-0.502936112
1930,-0.548994795,-0.531512838,-0.576236685,-0.648243979,-0.519915534,-0.489480714,-0.464222192,-0.348881635,-0.770084603,-0.484752235
1931,-0.861649288,-0.510093034,-1.074948219,-0.629355368,-0.842978301,-0.472431843,-0.535036986,-0.322260361,-0.683484904,-0.462171268
1932,-0.489855246,-0.486459614,-0.681966803,-0.607616682,-0.521530164,-0.453533347,-0.166564481,-0.294204589,-0.42107123,-0.438450108
1933,-0.015803288,-0.466406717,-0.208177616,-0.58867239,-0.263469973,-0.438419844,0.378747781,-0.271130082,-0.021979479,-0.417447474
1934,0.027847534,-0.448643728,-0.084957753,-0.570856019,-0.053607973,-0.422214583,0.266742548,-0.25327543,-0.094939781,-0.398134798
1935,-0.318990658,-0.43519592,-0.332773315,-0.557147302,-0.268095507,-0.408533517,-0.276567178,-0.240990339,-0.46979937,-0.380674484
1936,-0.584675082,-0.423044935,-0.761343306,-0.545300734,-0.529973333,-0.396115912,-0.286481585,-0.229256743,-0.646535792,-0.36353619
1937,-0.505484384,-0.407145635,-0.538733233,-0.528211403,-0.40655211,-0.379322871,-0.439750795,-0.216633574,-0.666860247,-0.341453458
1938,0.084313616,-0.395888224,-0.017528192,-0.516337621,0.032540877,-0.367333865,0.293305315,-0.208228307,-0.014470493,-0.320756888
1939,-0.273756164,-0.388947482,-0.425141753,-0.509481044,-0.256950466,-0.358693118,-0.030569918,-0.203625212,-0.209027973,-0.302108572
1940,-0.832167186,-0.385618726,-1.037964727,-0.506076881,-0.719190956,-0.353376299,-0.564866694,-0.203085339,-0.528900246,-0.286358303
1941,-0.883754521,-0.380791004,-1.028288274,-0.500645945,-0.759642466,-0.346842559,-0.708545233,-0.201703872,-0.654970219,-0.269947706
1942,-0.807350055,-0.373406483,-0.992046904,-0.493107314,-0.580793507,-0.338312574,-0.614019041,-0.196943794,-0.451160301,-0.250541637
1943,0.041350685,-0.362300422,-0.046230301,-0.480973327,0.049480055,-0.326702734,0.154524301,-0.189359145,0.261364712,-0.22968611
1944,-0.398039372,-0.356350083,-0.548743197,-0.473722409,-0.303883497,-0.318978184,-0.22034776,-0.187547597,-0.076907295,-0.214988746
1945,0.293828411,-0.348901367,0.168151178,-0.46455831,0.189750384,-0.309975296,0.497315699,-0.184573592,0.536315534,-0.200511085
1946,-0.490749288,-0.34784281,-0.627483671,-0.461184502,-0.571359205,-0.306384671,-0.251582603,-0.188766214,-0.389736164,-0.195237163
1947,-0.466351616,-0.347009054,-0.479133479,-0.457706947,-0.547541479,-0.30221423,-0.430742658,-0.193886907,-0.37782537,-0.190511155
1948,-0.034469399,-0.349890144,-0.111224071,-0.459878671,0.020599153,-0.301421099,0.066497923,-0.199773923,0.083357678,-0.188499505
1949,0.500455644,-0.358920133,0.455023342,-0.469530925,0.661906438,-0.30887396,0.516579973,-0.209095755,0.643042685,-0.19232059
1950,-0.54032789,-0.374632014,-0.587263479,-0.486770605,-0.511871973,-0.32492402,-0.469966082,-0.222975839,-0.490940575,-0.203453634
1951,-0.726939562,-0.3917808,-0.776161945,-0.505458627,-0.652948521,-0.342169316,-0.666062164,-0.238220491,-0.667288548,-0.216737913
1952,-0.84745724,-0.407963188,-0.897928825,-0.52351906,-0.736079973,-0.358186806,-0.825473388,-0.251982235,-0.615012814,-0.229225936
1953,0.069713123,-0.420508609,-0.196797151,-0.537983167,-0.000150027,-0.371300869,0.503016,-0.261301748,0.285108082,-0.241146604
1954,-0.712125945,-0.43633875,-0.835881205,-0.55415146,-0.634414822,-0.387021513,-0.556422274,-0.276441955,-0.497695699,-0.257953768
1955,-0.610089836,-0.450274184,-0.780036137,-0.568298601,-0.491933397,-0.401505506,-0.406605918,-0.289394854,-0.292093205,-0.274730773
1956,-0.937440328,-0.464826604,-1.224827951,-0.582564236,-0.887145246,-0.416722099,-0.54806306,-0.303568939,-0.462231503,-0.293221979
1957,-0.003051918,-0.475469622,-0.069421836,-0.592031379,0.175949151,-0.42780167,0.067131014,-0.314958702,-0.001638767,-0.31015375
1958,-0.588752767,-0.492959337,-0.681041918,-0.609178803,-0.458363699,-0.446812385,-0.50733063,-0.331713284,-0.329773507,-0.332785221
1959,0.402711589,-0.50684707,0.35086926,-0.622576876,0.524690192,-0.462896465,0.467207452,-0.344804667,0.385058795,-0.352526297
1960,-0.301134235,-0.528139448,-0.390276585,-0.644101916,-0.318342923,-0.487479835,-0.153637568,-0.363996849,-0.228125792,-0.378552739
1961,-0.170429562,-0.545764191,-0.15667611,-0.662208941,-0.169281452,-0.508521656,-0.176944137,-0.379235803,-0.219267918,-0.399904152
1962,-1.278688301,-0.564519927,-1.547387863,-0.682408334,-1.333447452,-0.531564051,-0.867343671,-0.393860977,-0.945310274,-0.421892154
1963,-1.436637699,-0.576531605,-1.697389726,-0.69384794,-1.550680219,-0.547238707,-1.018585452,-0.404821756,-1.123670301,-0.439654982
1964,-0.530362022,-0.578652078,-0.712166339,-0.693974342,-0.55694877,-0.551572218,-0.259189153,-0.408417439,-0.264165628,-0.448825804
1965,-1.084968904,-0.579369199,-1.16763063,-0.691317045,-1.024576493,-0.55363115,-0.970393014,-0.41280643,-0.99610989,-0.458468789
1966,-0.651764356,-0.575441418,-0.649773178,-0.684147067,-0.499667342,-0.551555721,-0.711988356,-0.412206822,-0.508883644,-0.463411054
1967,-0.371112466,-0.572227241,-0.447950986,-0.678231012,-0.412336822,-0.550950993,-0.211693781,-0.411190903,-0.435510411,-0.469227202
1968,-0.683949235,-0.57029638,-0.759508115,-0.673248294,-0.619321667,-0.550671513,-0.596929809,-0.412499944,-0.514774918,-0.475205404
1969,-0.724186822,-0.562038314,-0.791861151,-0.662595661,-0.733632685,-0.544699231,-0.590130082,-0.406222638,-0.779577589,-0.474801178
1970,-0.526834411,-0.551692591,-0.548768959,-0.650270089,-0.429510685,-0.535843069,-0.523112082,-0.397572226,-0.440981671,-0.471263849
1971,-0.111510658,-0.5440649,-0.341706849,-0.641541,-0.083818356,-0.529970268,0.238891425,-0.390288217,0.081380384,-0.469423989
1972,-0.739260628,-0.54479283,-0.874859918,-0.640828914,-0.851815437,-0.532816919,-0.458803142,-0.391880291,-0.834549918,-0.475643122
1973,-0.408410192,-0.542723471,-0.472249726,-0.636744401,-0.307714603,-0.531084032,-0.344965726,-0.392393689,-0.270572877,-0.477440197
1974,-0.462582438,-0.54013458,-0.578085699,-0.632523133,-0.559076301,-0.529176651,-0.217917123,-0.39166325,-0.567182274,-0.478706171
1975,-0.07087926,-0.529920156,-0.179651014,-0.619282401,-0.029587808,-0.517902724,0.084885562,-0.386093234,0.059314247,-0.472377836
1976,-0.104583087,-0.518016047,-0.156651311,-0.603336586,-0.217332732,-0.504946395,0.035794754,-0.380160564,-0.192032104,-0.466442656
1977,-0.573612055,-0.507266591,-0.644690356,-0.58871474,-0.461612219,-0.492682502,-0.479455863,-0.375428171,-0.562131178,-0.460516711
1978,-0.613284685,-0.497754269,-0.738084301,-0.575941884,-0.570202082,-0.482866673,-0.446522137,-0.370768328,-0.39749674,-0.454820835
1979,-1.245425726,-0.491462736,-1.25302389,-0.566455587,-1.264023699,-0.476995986,-1.213452658,-0.36897959,-1.277610767,-0.452614554
1980,-0.584506913,-0.476257177,-0.732644317,-0.548164667,-0.607049617,-0.461710988,-0.348385082,-0.358305127,-0.443617131,-0.441051845
1981,-0.737149836,-0.459194475,-0.805517315,-0.526681938,-0.67729389,-0.443170021,-0.664244658,-0.348308683,-0.547102329,-0.428000649
1982,-0.183514027,-0.441416403,-0.20797389,-0.504694612,-0.161774603,-0.42408359,-0.121030137,-0.337172419,-0.292470301,-0.414401991
1983,-0.013990329,-0.421131116,-0.046488164,-0.48068396,0.042387342,-0.402860379,0.010052356,-0.322780858,0.121388548,-0.397384896
1984,-0.266524973,-0.402349484,-0.371429836,-0.458210825,-0.183977869,-0.382924105,-0.089888852,-0.309901303,-0.356511503,-0.381892154
1985,-1.055136192,-0.382048587,-1.126710411,-0.433240278,-1.03834389,-0.361815749,-0.947059096,-0.297037607,-0.971800438,-0.364884568
1986,-1.165595589,-0.353560914,-1.262411507,-0.399498131,-1.242368247,-0.332308683,-0.971272767,-0.27683854,-1.188281342,-0.340703742
1987,-0.846079562,-0.3153829,-0.921501945,-0.356129241,-0.849184219,-0.292305616,-0.742035068,-0.247275817,-0.672498,-0.30563066
1988,-0.111172678,-0.270318395,-0.232687541,-0.305651132,-0.117803962,-0.246281353,0.097262459,-0.210531803,-0.091874563,-0.266167826
1989,0.387868301,-0.223271641,0.522338685,-0.252624286,0.464629753,-0.198417606,0.185863014,-0.172669787,0.189296274,-0.224940149
1990,0.539555041,-0.179054227,0.639618055,-0.204309359,0.637707808,-0.154790518,0.405006055,-0.134295433,0.258294493,-0.18561274
1991,-0.298533699,-0.137391155,-0.454519397,-0.160196787,-0.421181945,-0.114406444,-0.021528904,-0.096167517,-0.166874438,-0.145387249
1992,-0.146890902,-0.08970584,-0.158015492,-0.108647306,-0.140591421,-0.067623666,-0.107891667,-0.054091898,-0.230717404,-0.101318778
1993,-0.514609205,-0.040045956,-0.518254795,-0.055511616,-0.477381123,-0.018381292,-0.520457507,-0.009776249,-0.456481973,-0.053892664
1994,0.045166384,0.012269739,0.187158822,-0.000376064,0.147121562,0.033309245,-0.168427836,0.038290015,-0.185859726,-0.003538848
1995,0.333812192,0.059968512,0.420499068,0.04871802,0.543070192,0.078781739,0.121068384,0.084298271,0.44378526,0.043502068
1996,-0.661576831,0.098095536,-0.847727268,0.086856235,-0.732190956,0.112276,-0.360041421,0.123793189,-0.462142213,0.080343764
1997,0.568207479,0.142237989,0.487251616,0.132891708,0.569563014,0.152704407,0.702075233,0.166341485,0.619718301,0.120843655
1998,0.317646438,0.180059916,0.320590438,0.173130687,0.414535589,0.18717955,0.27683337,0.201675014,0.414572466,0.154541979
1999,0.53297137,0.214558871,0.610919233,0.209314518,0.629395315,0.217541608,0.40678389,0.235041681,0.407394521,0.185399924
2000,0.258586858,0.247756195,0.268958115,0.243287109,0.242532732,0.24579606,0.279452514,0.269003678,0.111359836,0.214011583
2001,-0.039354055,0.275496127,-0.017099123,0.272072505,-0.039317945,0.268844779,-0.074614521,0.297033323,-0.007185397,0.236925126
2002,0.596561973,0.300389318,0.63143063,0.29747612,0.508216301,0.288922077,0.590523753,0.32324045,0.477248,0.256430425
2003,0.632070932,0.319289009,0.580340055,0.316466177,0.485990356,0.304082527,0.791040795,0.343640486,0.483913397,0.271250752
2004,0.601717596,0.334769266,0.562581612,0.332737543,0.535087432,0.317018772,0.704919399,0.35914612,0.518214481,0.282578268
2005,0.575262356,0.349064066,0.513357233,0.348860227,0.575325534,0.329712897,0.669678027,0.371615365,0.65934326,0.292088018
2006,0.862520356,0.3641005,0.92091674,0.36732263,0.814677151,0.343671586,0.809380466,0.382709933,0.722953808,0.298542393
2007,0.724108411,0.373600325,0.685556822,0.379639166,0.733838493,0.352061092,0.767679233,0.389292314,0.856166055,0.299486325
2008,0.181623552,0.378450068,0.151543443,0.387690112,0.166276421,0.355751929,0.249495546,0.390974866,0.143265628,0.29374175
2009,0.296951151,0.382091302,0.268011205,0.395564704,0.159207151,0.358462342,0.413545397,0.389831328,0.160488849,0.285911867
2010,-0.901512219,0.386363335,-0.891428027,0.405183514,-1.001912384,0.363786237,-0.874979452,0.387003206,-0.963636822,0.278375486
2011,0.767467562,0.402116291,0.886945753,0.426671958,0.773094822,0.382630388,0.63117211,0.39432177,0.445911808,0.28318628
2012,-0.102189262,0.409637624,-0.121733962,0.438719909,-0.038583634,0.392913378,-0.098142268,0.395190553,0.00155418,0.281590311
2013,-0.098385452,0.42521312,-0.22473937,0.458885456,-0.138760384,0.410375424,0.10107063,0.404662739,0.068671315,0.285694324
2014,1.03960063,0.442637646,1.095739425,0.48147469,0.968557096,0.430296562,1.037405808,0.414916093,0.665886082,0.291335675
2015,0.344396795,0.452735865,0.497507781,0.496498175,0.352119452,0.444234134,0.171184932,0.417319803,-0.08755589,0.292875589
2016,0.446370847,0.464333021,0.467312486,0.512236719,0.495162541,0.459555655,0.41197724,0.422249089,0.40705541,0.29767054
2017,0.690665863,0.467780808,0.741312658,0.519783476,0.759326247,0.465848041,0.616487123,0.419295937,0.572875507,0.294532456
2018,0.605941863,0.469060513,0.781662274,0.524738307,0.589338411,0.468357187,0.383578438,0.41532543,0.273818849,0.28913653
2019,0.548839151,0.468570487,0.569371041,0.525997844,0.55106811,0.468526732,0.540788521,0.412569942,0.43813526,0.284094122
2020,0.77783735,0.469094452,0.91353306,0.527743586,0.797470082,0.469437566,0.625047678,0.411552328,0.372932623,0.281265536
