Label,Notation,Parent Notation,Sort Priority
"Waste collection, treatment and disposal services; materials recovery services",waste-collection-treatment-and-disposal-services-materials-recovery-services,,71
Remediation services and other waste management services,remediation-services-and-other-waste-management-services,,72
Buildings and building construction works,buildings-and-building-construction-works,,73
Constructions and construction works for civil engineering,constructions-and-construction-works-for-civil-engineering,,74
Specialised construction works,specialised-construction-works,,75
Wholesale and retail trade and repair services of motor vehicles and motorcycles,wholesale-and-retail-trade-and-repair-services-of-motor-vehicles-and-motorcycles,,76
"Wholesale trade services, except of motor vehicles and motorcycles",wholesale-trade-services-except-of-motor-vehicles-and-motorcycles,,77
"Retail trade services, except of motor vehicles and motorcycles",retail-trade-services-except-of-motor-vehicles-and-motorcycles,,78
Rail transport,rail-transport,,79
"Buses, coaches, trams and similar public urban transport n.e.c",buses-coaches-trams-and-similar-public-urban-transport-n-e-c,,80
"Underground, metro other non interurban rail services",underground-metro-other-non-interurban-rail-services,,81
Taxis and other renting of private cars with driver,taxis-and-other-renting-of-private-cars-with-driver,,82
Freight transport by road and removal services,freight-transport-by-road-and-removal-services,,83
Transport via pipeline,transport-via-pipeline,,84
Water transport services,water-transport-services,,85
Air transport services,air-transport-services,,86
Warehousing and support services for transportation,warehousing-and-support-services-for-transportation,,87
Postal and courier services,postal-and-courier-services,,88
Accommodation services,accommodation-services,,89
Food and beverage serving services,food-and-beverage-serving-services,,90
Publishing services,publishing-services,,91
"Motion picture, video and television programme production services, sound recording and music publishing",motion-picture-video-and-television-programme-production-services-sound-recording-and-music-publishing,,92
Programming and broadcasting services,programming-and-broadcasting-services,,93
Telecommunications services,telecommunications-services,,94
"Computer programming, consultancy and related services",computer-programming-consultancy-and-related-services,,95
Information services,information-services,,96
"Financial services, except insurance and pension funding",financial-services-except-insurance-and-pension-funding,,97
Insurance & Reinsurance,insurance-reinsurance,,98
Pension funding,pension-funding,,99
Services auxiliary to financial services and insurance services,services-auxiliary-to-financial-services-and-insurance-services,,100
"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",buying-and-selling-of-own-real-estate-renting-and-operating-of-own-or-leased-real-estate-excluding-imputed-rent,,101
Real estate activities on a fee or contract basis,real-estate-activities-on-a-fee-or-contract-basis,,102
Legal activities,legal-activities,,103
"Accounting, bookkeeping and auditing activities: tax consultancy",accounting-bookkeeping-and-auditing-activities-tax-consultancy,,104
Services of head offices; management consulting services,services-of-head-offices-management-consulting-services,,105
Architectural and engineering services; technical testing and analysis services,architectural-and-engineering-services-technical-testing-and-analysis-services,,106
Scientific research and development services,scientific-research-and-development-services,,107
Advertising and market research services,advertising-and-market-research-services,,108
"Other professional, scientific and technical services",other-professional-scientific-and-technical-services,,109
Veterinary services,veterinary-services,,110
Rental and leasing services,rental-and-leasing-services,,111
Employment services,employment-services,,112
"Travel agency, tour operator and other reservation services and related services",travel-agency-tour-operator-and-other-reservation-services-and-related-services,,113
Security and investigation services,security-and-investigation-services,,114
Services to buildings and landscape,services-to-buildings-and-landscape,,115
"Office administrative, office support and other business support services",office-administrative-office-support-and-other-business-support-services,,116
Public administration; compulsory social security services,public-administration-compulsory-social-security-services,,117
Public defence services,public-defence-services,,118
Education services,education-services,,119
Human health services,human-health-services,,120
Residential care services,residential-care-services,,121
Social work services without accommodation,social-work-services-without-accommodation,,122
"Creative, arts and entertainment services",creative-arts-and-entertainment-services,,123
"Library, archive, museum and other cultural services",library-archive-museum-and-other-cultural-services,,124
Gambling and betting services,gambling-and-betting-services,,125
Sporting services and amusement and recreation services,sporting-services-and-amusement-and-recreation-services,,126
Services furnished by membership organisations,services-furnished-by-membership-organisations,,127
Repair services of computers and personal and household goods,repair-services-of-computers-and-personal-and-household-goods,,128
Other personal services,other-personal-services,,129
Services of households as employers of domestic personnel,services-of-households-as-employers-of-domestic-personnel,,130
Consumer expenditure   not travel,consumer-expenditure-not-travel,,131
Consumer expenditure   travel,consumer-expenditure-travel,,132
"Land use, land use change and forestry (LULUCF)",land-use-land-use-change-and-forestry-lulucf,,133
