Label,Notation,Parent Notation,Sort Priority
Not applicable,not-applicable,,1
"Products of agriculture, hunting and related services",products-of-agriculture-hunting-and-related-services,,2
"Products of forestry, logging and related services",products-of-forestry-logging-and-related-services,,3
Fish and other fishing products; aquaculture products; support services to fishing,fish-and-other-fishing-products-aquaculture-products-support-services-to-fishing,,4
Mining of coal and lignite,mining-of-coal-and-lignite,,5
Crude petroleum and natural gas,crude-petroleum-and-natural-gas,,6
Mining of metal ores,mining-of-metal-ores,,7
Other mining and quarrying products,other-mining-and-quarrying-products,,8
Mining support services,mining-support-services,,9
Processing and preserving of meat and production of meat products,processing-and-preserving-of-meat-and-production-of-meat-products,,10
"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",processing-and-preserving-of-fish-crustaceans-molluscs-fruit-and-vegetables,,11
Manufacture of vegetable and animal oils and fats,manufacture-of-vegetable-and-animal-oils-and-fats,,12
Manufacture of dairy products,manufacture-of-dairy-products,,13
"Manufacture of grain mill products, starches and starch products",manufacture-of-grain-mill-products-starches-and-starch-products,,14
Manufacture of bakery and farinaceous products,manufacture-of-bakery-and-farinaceous-products,,15
Manufacture of other food products,manufacture-of-other-food-products,,16
Manufacture of prepared animal feeds,manufacture-of-prepared-animal-feeds,,17
"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",manufacture-of-alcoholic-beverages-including-spirits-wine-cider-beer-and-malt,,18
Manufacture of soft drinks: production of mineral waters and other bottled waters,manufacture-of-soft-drinks-production-of-mineral-waters-and-other-bottled-waters,,19
Tobacco products,tobacco-products,,20
Textiles,textiles,,21
Wearing apparel,wearing-apparel,,22
Leather and related products,leather-and-related-products,,23
"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",wood-and-of-products-of-wood-and-cork-except-furniture-articles-of-straw-and-plaiting-materials,,24
Paper and paper products,paper-and-paper-products,,25
Printing and recording services,printing-and-recording-services,,26
Manufacture of coke oven products,manufacture-of-coke-oven-products,,27
Manufacture of refined petroleum products,manufacture-of-refined-petroleum-products,,28
Manufacture of industrial gases and non nitrogen based inorganic chemicals,manufacture-of-industrial-gases-and-non-nitrogen-based-inorganic-chemicals,,29
Fertilisers,fertilisers,,30
Other nitrogen compounds,other-nitrogen-compounds,,31
Manufacture of petrochemicals,manufacture-of-petrochemicals,,32
"Manufacture of dyestuffs, agro chemicals",manufacture-of-dyestuffs-agro-chemicals,,33
"Manufacture of paints, varnishes & ink",manufacture-of-paints-varnishes-ink,,34
Manufacture of cleaning & toilet preparations,manufacture-of-cleaning-toilet-preparations,,35
Manufacture of other chemical products & man made fibres,manufacture-of-other-chemical-products-man-made-fibres,,36
Basic pharmaceutical products and pharmaceutical preparations,basic-pharmaceutical-products-and-pharmaceutical-preparations,,37
Rubber products,rubber-products,,38
Plastics products,plastics-products,,39
"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",manufacture-of-glass-refractory-clay-other-porcelain-and-ceramic-products-stone-abrasive-products,,40
Manufacture of cement,manufacture-of-cement,,41
Manufacture of lime,manufacture-of-lime,,42
Manufacture of plaster,manufacture-of-plaster,,43
"Manufacture of articles of concrete, cement and plaster",manufacture-of-articles-of-concrete-cement-and-plaster,,44
Manufacture of basic Iron & Steel,manufacture-of-basic-iron-steel,,45
Manufacture of other basic metals & casting (excl. Nuclear fuel & Aluminium),manufacture-of-other-basic-metals-casting-excl-nuclear-fuel-aluminium,,46
Aluminium production,aluminium-production,,47
Processing of nuclear fuel,processing-of-nuclear-fuel,,48
"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",fabricated-metal-products-except-machinery-and-equipment-excluding-weapons-and-ammunition,,49
Manufacture of weapons and ammunition,manufacture-of-weapons-and-ammunition,,50
"Computer, electronic, communication and optical products",computer-electronic-communication-and-optical-products,,51
Electrical equipment,electrical-equipment,,52
Machinery and equipment n.e.c.,machinery-and-equipment-n-e-c,,53
"Motor vehicles, trailers and semi trailers",motor-vehicles-trailers-and-semi-trailers,,54
Building of ships and boats,building-of-ships-and-boats,,55
Manufacture of air and spacecraft and related machinery,manufacture-of-air-and-spacecraft-and-related-machinery,,56
"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",manufacture-of-other-transport-equipment-excluding-ships-boats-air-and-spacecraft,,57
Furniture,furniture,,58
Other manufactured goods,other-manufactured-goods,,59
Repair & maintenance of ships,repair-maintenance-of-ships,,60
Repair & maintenance of aircraft  & spacecraft,repair-maintenance-of-aircraft-spacecraft,,61
Rest of repair; Installation,rest-of-repair-installation,,62
Electricity production   gas,electricity-production-gas,,63
Electricity production   coal,electricity-production-coal,,64
Electricity production   nuclear,electricity-production-nuclear,,65
Electricity production   oil,electricity-production-oil,,66
Electricity production   other,electricity-production-other,,67
Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,manufacture-of-gas-distribution-of-gaseous-fuels-through-mains-and-steam-and-air-conditioning-supply,,68
Natural water; water treatment and supply services,natural-water-water-treatment-and-supply-services,,69
Sewerage services; sewage sludge,sewerage-services-sewage-sludge,,70
